number	string	string	string	number	number	number	number	number	number	number	array2	array2	number	number	array	number	array2	array	array2	array	number	string	array	array2
2175	凯兰崔尔	resource/scene/bf018/bf018_merge.sce	H064	1005	2000	3840	1	0	0	1	[]	"[[12091,2000],[12092,2000],[12093,2000],[12094,500],[12095,500],[12096,500],[12097,500],[12098,1000],[12099,1000]]"	0	96	"[4057,4060,4063]"	4064	[]	[]	"[[4060,1,2],[4060,1.3,3],[4060,1.3,1],[4057,1.8,2],[4057,2.1,3],[4057,2.1,1],[4063,3,2],[4063,3.3,3],[4063,3.3,1],[4060,16,3],[4060,16,1]]"	"[4064,16]"	37454		[]	[]
2180	拉冬	resource/scene/bf018/bf018_merge.sce	M013	1005	2100	4020	1	0	0	1	[]	"[[12101,2000],[12102,2000],[12103,2000],[12104,500],[12105,500],[12106,500],[12107,500],[12108,1000],[12109,1000]]"	0	98	"[4067,4068]"	3013	"[[4067,50,1],[4068,60,3]]"	"[3013,250,2]"	[]	[]	38881		[]	[]
2185	史莱姆国王	resource/scene/bf001/bf001_merge.sce	M006	1006	2200	4210	1	0	0	1	[]	"[[12101,2000],[12102,2000],[12103,2000],[12104,500],[12105,500],[12106,500],[12107,500],[12108,1000],[12109,1000]]"	0	101	"[3001,3002,3003,3004]"	3006	"[[3001,0,2],[3002,80,1],[3004,90,3],[3001,0,2],[3002,80,1],[3004,90,3],[3001,0,2],[3002,80,1],[3004,90,3],[3001,0,2],[3002,80,1],[3004,90,3]]"	"[3006,200,2]"	[]	[]	40382		[]	[]
2190	诗寇蒂	resource/scene/bf001/bf001_merge.sce	H016	1006	2300	4400	1	0	0	1	[]	"[[12101,2000],[12102,2000],[12103,2000],[12104,500],[12105,500],[12106,500],[12107,500],[12108,1000],[12109,1000]]"	0	103	"[3022,3023,3024,3025]"	4016	"[[3024,-100,1],[3024,-95,2],[3024,-90,3],[3022,0,1],[3022,5,2],[3022,10,3],[3025,100,1],[3025,105,2],[3025,110,3],[3023,200,1],[3023,205,2],[3023,210,3]]"	[]	"[[3024,14,1],[3022,14,3],[3023,15,1],[3025,15,3]]"	"[4016,14.5]"	41851		[]	[]
2195	普罗米修斯	resource/scene/bf001/bf001_merge.sce	H008	1006	2400	4600	1	0	0	1	[]	"[[12101,2000],[12102,2000],[12103,2000],[12104,500],[12105,500],[12106,500],[12107,500],[12108,1000],[12109,1000]]"	0	106	"[4063,4064]"	4008	"[[4063,50,1],[4063,60,2],[4063,70,3],[4064,200,1]]"	"[4008,150,2]"	[]	[]	43851		[]	[]
2200	红龙	resource/scene/bf001/bf001_merge.sce	M027	1006	2510	4800	1	0	0	1	[]	"[[12111,2000],[12112,2000],[12113,2000],[12114,500],[12115,500],[12116,500],[12117,500],[12118,1000],[12119,1000]]"	0	108	"[3011,3012]"	3027	"[[3011,-20,2],[3011,40,1],[3011,50,3],[3011,220,1],[3011,230,3],[3011,290,2]]"	[]	"[[3012,13,2],[3012,13.4,3],[3012,13.4,1],[3012,18,2],[3012,18.4,3],[3012,18.4,1]]"	"[3027,20]"	45457		[]	[]
2205	鹰身女妖王	resource/scene/bf001/bf001_merge.sce	M041	1006	2620	5010	1	0	0	1	[]	"[[12111,2000],[12112,2000],[12113,2000],[12114,500],[12115,500],[12116,500],[12117,500],[12118,1000],[12119,1000]]"	0	112	[]	3041	[]	[]	[]	"[3041,20]"	47145		[]	[]
2210	雪地食人妖	resource/scene/bf001/bf001_merge.sce	M019	1006	2730	5220	1	0	0	1	[]	"[[12111,2000],[12112,2000],[12113,2000],[12114,500],[12115,500],[12116,500],[12117,500],[12118,1000],[12119,1000]]"	0	114	[]	3019	[]	[]	[]	"[3019,20]"	48715		[]	[]
2215	独眼巨人王	resource/scene/bf001/bf001_merge.sce	M070	1006	2840	5440	1	0	0	1	[]	"[[12111,2000],[12112,2000],[12113,2000],[12114,500],[12115,500],[12116,500],[12117,500],[12118,1000],[12119,1000]]"	0	118	[]	3070	[]	[]	[]	"[3070,20]"	51380		[]	[]
2220	黑龙	resource/scene/bf001/bf001_merge.sce	M026	1006	2960	5660	1	0	0	1	[]	"[[12121,2000],[12122,2000],[12123,2000],[12124,500],[12125,500],[12126,500],[12127,500],[12128,1000],[12129,1000]]"	0	120	[]	3026	[]	[]	[]	"[3026,20]"	52955		[]	[]
2225	撕咬蝙蝠王	resource/scene/bf001/bf001_merge.sce	M049	1007	3080	5890	1	0	0	1	[]	"[[12121,2000],[12122,2000],[12123,2000],[12124,500],[12125,500],[12126,500],[12127,500],[12128,1000],[12129,1000]]"	0	124	[]	3049	[]	[]	[]	"[3049,20]"	54624		[]	[]
2230	重装食人妖	resource/scene/bf001/bf001_merge.sce	M020	1007	3200	6120	1	0	0	1	[]	"[[12121,2000],[12122,2000],[12123,2000],[12124,500],[12125,500],[12126,500],[12127,500],[12128,1000],[12129,1000]]"	0	126	[]	3020	[]	[]	[]	"[3020,20]"	56291		[]	[]
2235	喷火蝙蝠王	resource/scene/bf001/bf001_merge.sce	M050	1007	3320	6360	1	0	0	1	[]	"[[12121,2000],[12122,2000],[12123,2000],[12124,500],[12125,500],[12126,500],[12127,500],[12128,1000],[12129,1000]]"	0	130	[]	3050	[]	[]	[]	"[3050,20]"	60420		[]	[]
2240	弥诺陶洛斯	resource/scene/bf001/bf001_merge.sce	M064	1007	3450	6600	1	0	0	1	[]	"[[12131,2000],[12132,2000],[12133,2000],[12134,500],[12135,500],[12136,500],[12137,500],[12138,1000],[12139,1000]]"	0	132	[]	3064	[]	[]	[]	"[3064,20]"	61826		[]	[]
2245	喀戎	resource/scene/bf001/bf001_merge.sce	H093	1007	3580	6850	1	0	0	1	[]	"[[12131,2000],[12132,2000],[12133,2000],[12134,500],[12135,500],[12136,500],[12137,500],[12138,1000],[12139,1000]]"	0	136	[]	4093	[]	[]	[]	"[4093,20]"	63883		[]	[]
2250	赫斐斯托斯	resource/scene/bf001/bf001_merge.sce	H079	1007	3710	7100	1	0	0	1	[]	"[[12131,2000],[12132,2000],[12133,2000],[12134,500],[12135,500],[12136,500],[12137,500],[12138,1000],[12139,1000]]"	0	138	[]	4079	[]	[]	[]	"[4079,20]"	65641		[]	[]
2255	塔罗斯	resource/scene/bf001/bf001_merge.sce	M059	1007	3840	7360	1	0	0	1	[]	"[[12131,2000],[12132,2000],[12133,2000],[12134,500],[12135,500],[12136,500],[12137,500],[12138,1000],[12139,1000]]"	0	143	[]	3059	[]	[]	[]	"[3059,20]"	66753		[]	[]
2260	白银塔罗斯	resource/scene/bf001/bf001_merge.sce	M060	1007	3980	7620	1	0	0	1	[]	"[[12141,2000],[12142,2000],[12143,2000],[12144,500],[12145,500],[12146,500],[12147,500],[12148,1000],[12149,1000]]"	0	145	[]	3060	[]	[]	[]	"[3060,20]"	68673		[]	[]
2265	金色塞壬王	resource/scene/bf001/bf001_merge.sce	M098	1008	4120	7890	1	0	0	1	[]	"[[12141,2000],[12142,2000],[12143,2000],[12144,500],[12145,500],[12146,500],[12147,500],[12148,1000],[12149,1000]]"	0	150	[]	3098	[]	[]	[]	"[3098,20]"	70707		[]	[]
2270	百臂巨人	resource/scene/bf001/bf001_merge.sce	M073	1008	4260	8160	1	0	0	1	[]	"[[12141,2000],[12142,2000],[12143,2000],[12144,500],[12145,500],[12146,500],[12147,500],[12148,1000],[12149,1000]]"	0	152	[]	3073	[]	[]	[]	"[3073,20]"	72551		[]	[]
2275	亚马逊女王	resource/scene/bf001/bf001_merge.sce	H100	1008	4400	8440	1	0	0	1	[]	"[[12141,2000],[12142,2000],[12143,2000],[12144,500],[12145,500],[12146,500],[12147,500],[12148,1000],[12149,1000]]"	0	157	[]	4100	[]	[]	[]	"[4100,20]"	74667		[]	[]
2280	雷电巨人王	resource/scene/bf001/bf001_merge.sce	M083	1008	4550	8720	1	0	0	1	[]	"[[12151,2000],[12152,2000],[12153,2000],[12154,500],[12155,500],[12156,500],[12157,500],[12158,1000],[12159,1000]]"	0	159	[]	3083	[]	[]	[]	"[3083,20]"	76470		[]	[]
2285	俄耳甫斯	resource/scene/bf001/bf001_merge.sce	H082	1008	4700	9010	1	0	0	1	[]	"[[12151,2000],[12152,2000],[12153,2000],[12154,500],[12155,500],[12156,500],[12157,500],[12158,1000],[12159,1000]]"	0	164	[]	4082	[]	[]	[]	"[4082,20]"	79855		[]	[]
2290	波塞冬	resource/scene/bf001/bf001_merge.sce	H076	1008	4850	9300	1	0	0	1	[]	"[[12151,2000],[12152,2000],[12153,2000],[12154,500],[12155,500],[12156,500],[12157,500],[12158,1000],[12159,1000]]"	0	166	[]	4076	[]	[]	[]	"[4076,20]"	81502		[]	[]
2295	珀修斯	resource/scene/bf001/bf001_merge.sce	H081	1008	5000	9600	1	0	0	1	[]	"[[12151,2000],[12152,2000],[12153,2000],[12154,500],[12155,500],[12156,500],[12157,500],[12158,1000],[12159,1000]]"	0	171	[]	4081	[]	[]	[]	"[4081,20]"	83058		[]	[]
2300	斯库拉	resource/scene/bf001/bf001_merge.sce	M015	1008	5160	9900	1	0	0	1	[]	"[[12161,2000],[12162,2000],[12163,2000],[12164,500],[12165,500],[12166,500],[12167,500],[12168,1000],[12169,1000]]"	0	173	[]	3015	[]	[]	[]	"[3015,20]"	85003		[]	[]
2305	列奥尼达	resource/scene/bf001/bf001_merge.sce	H049	1009	5320	10210	1	0	0	1	[]	"[[12161,2000],[12162,2000],[12163,2000],[12164,500],[12165,500],[12166,500],[12167,500],[12168,1000],[12169,1000]]"	0	178	[]	4049	[]	[]	[]	"[4049,20]"	87093		[]	[]
2310	托尔	resource/scene/bf001/bf001_merge.sce	H018	1009	5480	10520	1	0	0	1	[]	"[[12161,2000],[12162,2000],[12163,2000],[12164,500],[12165,500],[12166,500],[12167,500],[12168,1000],[12169,1000]]"	0	180	[]	4018	[]	[]	[]	"[4018,20]"	89132		[]	[]
2315	奥丁	resource/scene/bf001/bf001_merge.sce	H012	1009	5640	10840	1	0	0	1	[]	"[[12161,2000],[12162,2000],[12163,2000],[12164,500],[12165,500],[12166,500],[12167,500],[12168,1000],[12169,1000]]"	0	185	[]	4012	[]	[]	[]	"[4012,20]"	90369		[]	[]
2320	石巨人之王	resource/scene/bf001/bf001_merge.sce	M082	1009	5810	11160	1	0	0	1	[]	"[[12171,2000],[12172,2000],[12173,2000],[12174,500],[12175,500],[12176,500],[12177,500],[12178,1000],[12179,1000]]"	0	187	[]	3082	[]	[]	[]	"[3082,20]"	92005		[]	[]
2325	俄狄浦斯王	resource/scene/bf001/bf001_merge.sce	H087	1009	5980	11490	1	0	0	1	[]	"[[12171,2000],[12172,2000],[12173,2000],[12174,500],[12175,500],[12176,500],[12177,500],[12178,1000],[12179,1000]]"	0	192	[]	4087	[]	[]	[]	"[4087,20]"	95068		[]	[]
2330	火牛	resource/scene/bf001/bf001_merge.sce	M065	1009	6150	11820	1	0	0	1	[]	"[[12171,2000],[12172,2000],[12173,2000],[12174,500],[12175,500],[12176,500],[12177,500],[12178,1000],[12179,1000]]"	0	194	[]	3065	[]	[]	[]	"[3065,20]"	97645		[]	[]
2335	大石像鬼	resource/scene/bf001/bf001_merge.sce	M044	1009	6320	12160	1	0	0	1	[]	"[[12171,2000],[12172,2000],[12173,2000],[12174,500],[12175,500],[12176,500],[12177,500],[12178,1000],[12179,1000]]"	0	199	[]	3044	[]	[]	[]	"[3044,20]"	102550		[]	[]
2340	芬里尔	resource/scene/bf001/bf001_merge.sce	M053	1009	6500	12500	1	0	0	1	[]	"[[12181,2000],[12182,2000],[12183,2000],[12184,500],[12185,500],[12186,500],[12187,500],[12188,1000],[12189,1000]]"	0	201	[]	3053	[]	[]	[]	"[3053,20]"	104266		[]	[]
2345	加姆	resource/scene/bf009/bf009_merge.sce	M054	1010	6680	12850	1	0	0	1	[]	"[[12181,2000],[12182,2000],[12183,2000],[12184,500],[12185,500],[12186,500],[12187,500],[12188,1000],[12189,1000]]"	0	206	[]	3054	[]	[]	[]	"[3054,20]"	107148		[]	[]
2350	火巨人之王	resource/scene/bf009/bf009_merge.sce	M081	1010	6860	13200	1	0	0	1	[]	"[[12181,2000],[12182,2000],[12183,2000],[12184,500],[12185,500],[12186,500],[12187,500],[12188,1000],[12189,1000]]"	0	208	[]	3081	[]	[]	[]	"[3081,20]"	109410		[]	[]
2355	冰霜巨人王	resource/scene/bf009/bf009_merge.sce	M080	1010	7040	13560	1	0	0	1	[]	"[[12181,2000],[12182,2000],[12183,2000],[12184,500],[12185,500],[12186,500],[12187,500],[12188,1000],[12189,1000]]"	0	213	[]	3080	[]	[]	[]	"[3080,20]"	110790		[]	[]
2360	刻耳柏洛斯	resource/scene/bf009/bf009_merge.sce	M051	1010	7230	13920	1	0	0	1	[]	"[[12191,2000],[12192,2000],[12193,2000],[12194,500],[12195,500],[12196,500],[12197,500],[12198,1000],[12199,1000]]"	0	215	[]	3051	[]	[]	[]	"[3051,20]"	113458		[]	[]
2365	哈迪斯	resource/scene/bf001/bf001_merge.sce	H077	1010	7420	14290	1	0	0	1	[]	"[[12191,2000],[12192,2000],[12193,2000],[12194,500],[12195,500],[12196,500],[12197,500],[12198,1000],[12199,1000]]"	0	220	[]	4077	[]	[]	[]	"[4077,20]"	116120		[]	[]
2370	耶梦加得	resource/scene/bf001/bf001_merge.sce	M016	1010	7610	14660	1	0	0	1	[]	"[[12191,2000],[12192,2000],[12193,2000],[12194,500],[12195,500],[12196,500],[12197,500],[12198,1000],[12199,1000]]"	0	222	[]	3016	[]	[]	[]	"[3016,20]"	118458		[]	[]
2375	贝瑟芬妮	resource/scene/bf001/bf001_merge.sce	H090	1010	7800	15040	1	0	0	1	[]	"[[12191,2000],[12192,2000],[12193,2000],[12194,500],[12195,500],[12196,500],[12197,500],[12198,1000],[12199,1000]]"	0	227	[]	4090	[]	[]	[]	"[4090,20]"	120320		[]	[]
2380	塔那托斯	resource/scene/bf001/bf001_merge.sce	H080	1010	8000	15420	1	0	0	1	[]	"[[12201,2000],[12202,2000],[12203,2000],[12204,500],[12205,500],[12206,500],[12207,500],[12208,1000],[12209,1000]]"	0	229	[]	4080	[]	[]	[]	"[4080,20]"	122614		[]	[]
2385	远古守护者	resource/scene/bf001/bf001_merge.sce	M078	1001	8200	15810	1	0	0	1	[]	"[[12201,2000],[12202,2000],[12203,2000],[12204,500],[12205,500],[12206,500],[12207,500],[12208,1000],[12209,1000]]"	0	234	[]	3078	[]	[]	[]	"[3078,20]"	125950		[]	[]
2390	智慧古树	resource/scene/bf001/bf001_merge.sce	M076	1001	8400	16200	1	0	0	1	[]	"[[12201,2000],[12202,2000],[12203,2000],[12204,500],[12205,500],[12206,500],[12207,500],[12208,1000],[12209,1000]]"	0	236	[]	3076	[]	[]	[]	"[3076,20]"	128397		[]	[]
2395	金色塔罗斯	resource/scene/bf001/bf001_merge.sce	M061	1001	8600	16600	1	0	0	1	[]	"[[12201,2000],[12202,2000],[12203,2000],[12204,500],[12205,500],[12206,500],[12207,500],[12208,1000],[12209,1000]]"	0	241	[]	3061	[]	[]	[]	"[3061,20]"	130477		[]	[]
2405	金龙	resource/scene/bf001/bf001_merge.sce	M029	1001	229	1750	1	0	0	1	[]	"[[12211,2000],[12212,2000],[12213,2000],[12214,500],[12215,500],[12216,500],[12217,500],[12218,1000],[12219,1000]]"	0	243	[]	3029	[]	[]	[]	"[3029,20]"	130477		[]	[]
2410	111	resource/scene/bf001/bf001_merge.sce		0	229	1750	1	0	0	1	[]	"[[12211,2000],[12212,2000],[12213,2000],[12214,500],[12215,500],[12216,500],[12217,500],[12218,1000],[12219,1000]]"	0	248	[]	3029	[]	[]	[]	"[3029,20]"	130477		[]	[]
2415	111	resource/scene/bf001/bf001_merge.sce		0	229	1750	1	0	0	1	[]	"[[12211,2000],[12212,2000],[12213,2000],[12214,500],[12215,500],[12216,500],[12217,500],[12218,1000],[12219,1000]]"	0	250	[]	3029	[]	[]	[]	"[3029,20]"	130477		[]	[]
3001	111	resource/scene/bf001/bf001_merge.sce		0	229	440	25	0	0	0	[]	[]	1	30	"[3022,3023,3024]"	0	"[[3025,-50,1],[3025,-45,2],[3025,-40,3],[3023,50,1],[3023,60,2],[3023,70,3],[3024,150,1],[3024,160,2],[3024,170,3],[3022,250,1],[3022,260,2],[3022,270,3]]"	[]	[]	[]	5160		[]	[]
3002	111	resource/scene/bf001/bf001_merge.sce		0	237	450	25	3001	0	0	[]	[]	1	31	"[3023,3025]"	0	[]	[]	"[[3022,1,2],[3024,2,1],[3023,3,3],[3022,5,1],[3025,6,3],[3022,7,2],[3024,9,3],[3025,10,1],[3022,11,1],[3023,13,2],[3025,14,3],[3022,15,2],[3023,17,1],[3024,18,3],[3022,19,2],[3024,21,3],[3023,22,1],[3024,23,3]]"	[]	5464		[]	[]
3003	111	resource/scene/bf001/bf001_merge.sce		0	245	460	25	3002	0	0	[]	[]	1	32	"[3022,3023,3024,3025]"	0	"[[3022,0,3],[3022,0,1],[3023,50,3],[3023,50,1],[3024,100,2],[3025,150,3],[3025,150,1],[3022,200,3],[3022,200,2],[3022,200,1]]"	[]	"[[3022,18,3],[3022,18,2],[3022,18,1],[3024,19,3],[3024,19,2],[3024,19,1]]"	[]	5769		[]	[]
3004	111	resource/scene/bf001/bf001_merge.sce		0	253	480	25	3003	0	0	[]	[]	1	33	"[3022,3023,3024,3025]"	0	"[[3025,-50,1],[3025,-45,2],[3025,-40,3],[3024,50,1],[3024,60,2],[3024,70,3],[3025,150,1],[3025,160,2],[3025,170,3],[3024,250,1],[3024,260,2],[3024,270,3]]"	[]	"[[3022,15,2],[3022,15.3,3],[3022,15.5,1],[3022,16,3],[3022,16,1]]"	[]	6076		[]	[]
3005	111	resource/scene/bf001/bf001_merge.sce		0	261	490	25	3004	0	0	[]	[]	1	34	"[3022,3023,3024,3025]"	0	"[[3023,-50,1],[3023,-45,2],[3023,-40,3],[3022,50,1],[3022,60,2],[3022,70,3],[3023,150,1],[3023,160,2],[3023,170,3],[3022,250,1],[3022,260,2],[3022,270,3]]"	[]	"[[3024,15,2],[3024,15.3,3],[3024,15.5,1],[3024,16,3],[3024,16,1]]"	[]	6444		[]	[]
3006	111	resource/scene/bf001/bf001_merge.sce		0	277	510	25	3005	0	0	[]	[]	1	35	"[3022,3023,3024,3025]"	0	"[[3025,-150,2],[3023,-50,1],[3023,-45,2],[3023,-40,3],[3023,50,1],[3023,60,2],[3023,70,3],[3023,150,1],[3023,160,2],[3023,170,3],[3025,250,1],[3025,260,2],[3025,270,3]]"	[]	"[[3025,16,2],[3025,16.3,3],[3025,16.5,1],[3025,17,3],[3025,17,1]]"	[]	6800		[]	[]
3007	111	resource/scene/bf001/bf001_merge.sce		0	285	530	25	3006	0	0	[]	[]	1	36	"[3022,3023,3024,3025]"	0	"[[3023,-150,2],[3025,-50,1],[3025,-45,2],[3025,-40,3],[3025,50,1],[3025,60,2],[3025,70,3],[3025,150,1],[3025,160,2],[3025,170,3],[3023,250,1],[3023,260,2],[3023,270,3]]"	[]	"[[3023,16,2],[3023,16.3,3],[3023,16.5,1],[3023,17,3],[3023,17,1]]"	[]	7076		[]	[]
3008	111	resource/scene/bf001/bf001_merge.sce		0	293	540	25	3007	0	0	[]	[]	1	37	"[3022,3023,3024,3025]"	0	[]	[]	"[[3024,1,2],[3022,2,1],[3025,3,3],[3024,5,1],[3023,6,3],[3024,7,2],[3022,9,3],[3023,10,1],[3024,11,1],[3025,13,2],[3023,14,3],[3024,15,2],[3025,17,1],[3022,18,3],[3024,19,2],[3022,21,3],[3025,22,1],[3022,23,3]]"	[]	7382		[]	[]
3009	111	resource/scene/bf001/bf001_merge.sce		0	301	550	25	3008	0	0	[]	[]	1	38	"[3022,3023,3024,3025]"	0	"[[3023,-50,1],[3023,-45,2],[3023,-40,3],[3025,50,1],[3025,60,2],[3025,70,3],[3022,150,1],[3022,160,2],[3022,170,3],[3024,250,1],[3024,260,2],[3024,270,3]]"	[]	[]	[]	7687		[]	[]
3010	111	resource/scene/bf001/bf001_merge.sce		0	309	560	25	3009	0	0	[]	[]	1	39	"[3022,3023,3024,3025]"	3021	"[[3024,0,3],[3024,0,1],[3025,50,3],[3025,50,1],[3022,100,2],[3023,150,3],[3023,150,1],[3024,200,3],[3024,200,2],[3024,200,1]]"	[]	"[[3024,18,3],[3024,18,2],[3024,18,1],[3022,19,3],[3022,19,2],[3022,19,1]]"	"[3021,23]"	8142		[]	[]
3011	111	resource/scene/bf001/bf001_merge.sce		0	316	580	25	3010	0	0	[]	[]	2	40	"[4071,4072,4073,4074]"	0	"[[4072,-30,2],[4071,50,1],[4071,60,2],[4071,70,3],[4073,160,1],[4073,170,2],[4073,180,3]]"	[]	"[[4072,10,3],[4072,10,2],[4072,10,1],[4074,12,3],[4074,12,2],[4074,12,1]]"	[]	8498		[]	[]
3012	111	resource/scene/bf001/bf001_merge.sce		0	326	590	25	3011	0	0	[]	[]	2	41	"[4071,4072,4073,4074]"	0	"[[4073,-250,1],[4073,-240,2],[4073,-230,3],[4073,-170,1],[4073,-160,2],[4073,-150,3],[4074,-80,1],[4074,-70,2],[4074,-60,3]]"	[]	"[[4073,13,3],[4073,13,2],[4073,13,1]]"	[]	8814		[]	[]
3013	111	resource/scene/bf001/bf001_merge.sce		0	336	610	25	3012	0	0	[]	[]	2	42	"[4071,4072,4073,4074]"	0	[]	[]	"[[4071,1,2],[4071,2,1],[4072,3,3],[4074,5,1],[4071,6,3],[4071,7,2],[4072,9,3],[4071,10,1],[4071,11,1],[4074,13,2],[4072,14,3],[4071,15,2],[4071,17,1],[4071,18,3],[4072,19,2],[4071,21,3]]"	[]	9138		[]	[]
3014	111	resource/scene/bf001/bf001_merge.sce		0	346	620	25	3013	0	0	[]	[]	2	43	"[4071,4072,4073,4074]"	0	"[[4074,90,1],[4074,100,2],[4074,110,3],[4073,190,1],[4073,200,2],[4073,210,3]]"	[]	"[[4072,1,3],[4072,1,2],[4072,1,1],[4071,17,3],[4071,17,2],[4071,17,1]]"	[]	9461		[]	[]
3015	111	resource/scene/bf001/bf001_merge.sce		0	356	640	25	3014	0	0	[]	[]	2	44	"[4071,4072,4073,4074]"	0	"[[4074,-250,2],[4072,160,1],[4072,170,2],[4072,180,3],[4071,230,1],[4071,240,2],[4071,250,3],[4071,300,1],[4071,310,2],[4071,320,3]]"	[]	"[[4073,17,3],[4073,17,2],[4073,17,1],[4074,17.5,3],[4074,17.5,2],[4074,17.5,1]]"	[]	9867		[]	[]
3016	111	resource/scene/bf001/bf001_merge.sce		0	376	670	25	3015	0	0	[]	[]	2	45	"[4071,4072,4073,4074]"	0	"[[4072,-30,2],[4071,50,1],[4071,60,2],[4071,70,3],[4074,160,1],[4074,170,2],[4074,180,3]]"	[]	"[[4072,10,3],[4072,10,2],[4072,10,1],[4073,12,3],[4073,12,2],[4073,12,1],[4074,15,3],[4074,15,2],[4074,15,1]]"	[]	10193		[]	[]
3017	111	resource/scene/bf001/bf001_merge.sce		0	386	680	25	3016	0	0	[]	[]	2	46	"[4071,4072,4073,4074]"	0	"[[4074,-250,1],[4074,-240,2],[4074,-230,3],[4073,-170,1],[4073,-160,2],[4073,-150,3],[4074,-80,1],[4074,-70,2],[4074,-60,3]]"	[]	"[[4071,13,3],[4071,13,2],[4071,13,1],[4074,14.5,3],[4074,14.5,2],[4074,14.5,1]]"	[]	10517		[]	[]
3018	111	resource/scene/bf001/bf001_merge.sce		0	396	700	25	3017	0	0	[]	[]	2	47	"[4071,4072,4073,4074]"	0	[]	[]	"[[4071,1,2],[4071,2,1],[4072,3,3],[4074,5,1],[4071,6,3],[4071,7,2],[4072,9,3],[4071,10,1],[4071,11,1],[4074,13,2],[4072,14,3],[4071,15,2],[4071,17,1],[4071,18,3],[4072,19,2],[4071,21,3],[4072,22,2],[4074,24,3],[4071,24,1],[4071,25,2],[4074,25.5,2],[4072,26,3]]"	[]	10840		[]	[]
3019	111	resource/scene/bf001/bf001_merge.sce		0	406	710	25	3018	0	0	[]	[]	2	48	"[4071,4072,4073,4074]"	0	"[[4073,90,1],[4073,100,2],[4073,110,3],[4074,190,1],[4074,200,2],[4074,210,3]]"	[]	"[[4072,1,3],[4072,1,2],[4072,1,1],[4071,20,3],[4071,20,2],[4071,20,1],[4074,22,3],[4074,22,2],[4074,22,1],[4073,23.5,3],[4073,23.5,2],[4073,23.5,1]]"	[]	11166		[]	[]
3020	111	resource/scene/bf001/bf001_merge.sce		0	416	730	25	3019	0	0	[]	[]	2	49	"[4071,4072,4073,4074]"	3064	"[[4074,-90,1],[4074,-80,2],[4074,-70,3]]"	"[3064,150,2]"	"[[4071,1,2],[4072,2,1],[4073,3,3],[4071,4,2],[4074,5,1],[4072,5,3],[4071,6,1],[4072,7,2],[4071,8,3]]"	[]	13790		[]	[]
3021	111	resource/scene/bf001/bf001_merge.sce		0	432	780	25	3020	0	0	[]	[]	3	50	"[3031,3032,3033,3034,3035]"	0	"[[3034,-140,2],[3034,-70,3],[3034,-70,1],[3034,-10,2],[3034,110,2],[3034,180,3],[3034,180,1],[3034,250,2]]"	[]	"[[3034,11,3],[3034,11,1],[3034,11.4,2],[3034,11.8,3],[3034,11.8,1],[3034,15,3],[3034,15,1],[3034,15.4,2],[3034,15.8,3],[3034,15.8,1],[3034,16.2,2]]"	[]	14202		[]	[]
3022	111	resource/scene/bf001/bf001_merge.sce		0	443	800	25	3021	0	0	[]	[]	3	51	"[3031,3032,3033,3034,3035]"	0	"[[3035,-250,3],[3035,-190,1],[3035,-100,2],[3035,-10,3],[3035,-10,1],[3035,90,2],[3035,180,1],[3035,230,3],[3035,270,1]]"	[]	"[[3035,18,2],[3035,18.4,3],[3035,18.4,1],[3035,19,2],[3035,19.4,3],[3035,19.4,1],[3035,22,2],[3035,22.4,3],[3035,22.4,1]]"	[]	14603		[]	[]
3023	111	resource/scene/bf001/bf001_merge.sce		0	454	820	25	3022	0	0	[]	[]	3	52	"[3031,3032,3033,3034,3035]"	0	"[[3032,-150,2],[3032,-85,2],[3032,-20,2],[3032,20,1],[3032,85,1],[3032,150,1],[3032,190,3],[3032,255,3],[3032,320,3]]"	[]	"[[3032,15,2],[3032,15.4,3],[3032,15.4,1],[3032,16,2],[3032,16.4,3],[3032,16.4,1],[3032,17,2],[3032,17.4,3],[3032,17.4,1],[3032,18,2]]"	[]	15011		[]	[]
3024	111	resource/scene/bf001/bf001_merge.sce		0	465	840	25	3023	0	0	[]	[]	3	53	"[3031,3032,3033,3034,3035]"	0	"[[3033,-100,1],[3033,-90,2],[3033,-80,3],[3033,0,1],[3033,10,2],[3033,20,3],[3033,100,1],[3033,110,2],[3033,120,3],[3033,200,1],[3033,210,2],[3033,220,3],[3033,300,1],[3033,320,3]]"	[]	[]	[]	15422		[]	[]
3025	111	resource/scene/bf001/bf001_merge.sce		0	476	860	25	3024	0	0	[]	[]	3	54	"[3031,3032,3033,3034,3035]"	0	"[[3032,-60,3],[3034,-60,1],[3033,30,3],[3035,30,1],[3032,120,3],[3034,120,1],[3033,210,3],[3035,210,1]]"	[]	"[[3032,2,3],[3032,2,2],[3032,2,1],[3034,11,3],[3034,11,2],[3034,11,1],[3033,19,3],[3033,19,1],[3035,26,3],[3035,26,1]]"	[]	15973		[]	[]
3026	111	resource/scene/bf001/bf001_merge.sce		0	498	900	25	3025	0	0	[]	[]	3	55	"[3031,3032,3033,3034,3035]"	0	"[[3035,-140,2],[3035,-70,3],[3035,-70,1],[3035,-10,2],[3035,110,2],[3035,180,3],[3035,180,1],[3035,250,2]]"	[]	"[[3035,11,3],[3035,11,1],[3035,11.4,2],[3035,11.8,3],[3035,11.8,1],[3035,15,3],[3035,15,1],[3035,15.4,2],[3035,15.8,3],[3035,15.8,1],[3035,16.2,2]]"	[]	16381		[]	[]
