number	string	number	number	number	number	array	number	string	string	number	string	string	number	number
1411	丛林的呼喊	182	0	1410	1	"[1384,1]"	112	这些精灵竟然招来了他们的树人盟友，这些古老的生灵正徐徐赶来，趁他们还没有汇合之前多消灭一些精灵！	好的。	112	干得漂亮！援军孤立无援了。	是啊。	67349	68080
1412	远古守护者	183	0	1411	1	"[1385,1]"	112	远古守护者是强大的树人，不论出于尊重还是对实力的评估，我都不愿与他战斗。	是啊。	112	干得漂亮！但这不会是唯一一个树人。	是啊。	68501	68080
1413	矮人的征伐之一	183	0	1412	1	"[1386,1]"	114	战斗仍然十分艰巨，去消灭那些矮人吧，他们妄图去做精灵兄弟没做到的事情，真是笑话。	是啊。	114	干得漂亮！	一切为了奥林匹斯！	68501	68694
1414	矮人的征伐之二	184	0	1413	1	"[1387,1]"	114	矮人想击败奥林匹斯，就如同从矮人中找到美女一样不可能，哈哈哈！	是啊。	114	干得漂亮！	一切为了奥林匹斯！	69657	68694
1415	矮人的征伐之三	184	0	1414	1	"[1388,1]"	114	据说矮人从来不会饿死，因为在他们的胡须中总能找到很多食物残渣，足够喂饱一家子人。	真是粗鲁的笑话。	114	干得漂亮！	一切为了奥林匹斯！	69657	69306
1416	矮人的征伐之四	185	0	1415	1	"[1389,1]"	114	为了提升士气，我再讲一个矮人的笑话，赫拉克勒斯和矮人战斗，因为矮人太矮，赫拉克勒斯一拳挥空了，这救了那矮人一命。	黑的漂亮！	114	干得漂亮！	一切为了奥林匹斯！	70823	69306
1417	矮人的征伐之五	185	0	1416	1	"[1390,1]"	114	这回你要面对的是智慧古树，它本该和远古守护者一起到达战场的，但是因为在半路上思考的时间过多而耽误了行程……祝你好运。	好的。	114	干得漂亮！	一切为了奥林匹斯！	70823	69920
1418	机械的逆袭之一	186	0	1417	1	"[1391,1]"	113	看来有人心怀叵测地修改了机器人三大定律，好多塔罗斯扑上来啦！	我去消灭他们！	113	干得漂亮！	谢谢。	71993	69920
1419	机械的逆袭之二	186	0	1418	1	"[1392,1]"	113	据说塔罗斯被设置成各种模式，比如巡逻塔罗斯，遛狗塔罗斯，家政塔罗斯，只要说对口令就能操控他们……这样就不用和他们打了。	我才不信！	113	干得漂亮！	谢谢。	71993	70534
1420	机械的逆袭之三	187	0	1419	1	"[1393,1]"	113	刚才我看到一个塔罗斯操着笤帚扑上来了，他之前一定是一个家政型塔罗斯，你只要……	我只要消灭它就对了。	113	好吧，你的方法更有效。	谢谢。	73181	70534
1421	机械的逆袭之四	187	0	1420	1	"[1394,1]"	113	对了，塔罗斯是机械，机械都是怕水的，想消灭他们只要向他们身上浇水就行了……不对，他们是渡海来到奥林匹斯山的……	还是直接打死吧。	113	干得漂亮！	谢谢。	73181	71146
1422	机械的逆袭之五	188	0	1421	1	"[1395,1]"	113	哇，金色的塔罗斯，一定很值钱吧，把它打败之后能不能留一点残骸给我？	好吧……	113	干得漂亮！机器人们溃不成军啦！	谢谢。	74365	71146
1423	巨龙逆袭之一	188	0	1422	1	"[1396,1]"	114	各种飞禽似乎受到什么感召，也前来攻击奥林匹斯山了，去消灭它们。	好的。	114	干得漂亮！	一切为了奥林匹斯！	74365	71760
1424	巨龙逆袭之二	189	0	1423	1	"[1397,1]"	114	这些珍奇的鸟类来自东方，能集结这么多是很不容易的，看来幕后策划者把炮灰都用光了，只好上精锐部队了。	是啊。	114	干得漂亮！	一切为了奥林匹斯！	75568	71760
1425	巨龙逆袭之三	189	0	1424	1	"[1398,1]"	114	杀光这些鸟类！	好的。	114	干得漂亮！	一切为了奥林匹斯！	75568	72680
1426	巨龙逆袭之四	190	0	1425	1	"[1399,1]"	114	天边出现阴霾，那遮天蔽日的阴影是什么？它正在接近了，快消灭眼前的敌人，准备最后的迎战！	好的。	114	干得漂亮！	一切为了奥林匹斯！	76955	72680
1427	巨龙逆袭之五	190	0	1426	1	"[1400,1]"	114	那是一条金龙！它足以遮天蔽日，十分危险！去消灭它！不要让奥林匹斯陷落！	好的。	114	干得漂亮！	一切为了奥林匹斯！	76955	72680
1428	无	999	0	1427	0	[]	114	无	无	114	无	无	0	0
5001	肃清天空	0	1	99999	2	"[3009,4]"	101	那些大雕不停侵扰，真是令人烦躁，去消灭它们！	好的。	101	干得漂亮！	谢谢。	123	92
5002	清理神殿外围	0	1	99999	1	"[1003,1]"	102	神殿外围仍有大量敌人，去扫清它们！	好的。	102	干得漂亮！	谢谢。	123	93
5003	狮鹫三连击	0	1	99999	2	"[3008,3]"	103	狮鹫的威胁太大，我们不能坐视不理了。	好的。	103	干得漂亮！	谢谢。	125	95
5004	挂羊头	0	1	99999	2	"[3023,8]"	101	那些羊头人不停侵扰，真是令人烦躁，去消灭他们！	好的。	101	干得漂亮！	谢谢。	126	98
5005	守护神殿	0	1	99999	1	"[1008,1]"	102	神殿外围仍有大量敌人，去扫清他们！	好的。	102	干得漂亮！	谢谢。	127	98
5006	牧神潘三连击	0	1	99999	2	"[3021,3]"	103	牧神潘和他的爪牙威胁太大，我们不能坐视不理了。	好的。	103	干得漂亮！	谢谢。	130	98
5007	美女蛇	0	1	1017	2	"[4024,6]"	101	那些戈尔贡不停侵扰，真是令人烦躁，去消灭她们！	好的。	101	干得漂亮！	谢谢。	134	101
5008	清理沼泽	0	1	1019	1	"[1013,1]"	102	沼泽废墟仍有大量敌人，去扫清它们！	好的。	102	干得漂亮！	谢谢。	134	104
5009	美杜莎三连击	0	1	1020	2	"[4022,3]"	103	美杜莎的威胁太大，我们不能坐视不理了。	好的。	103	干得漂亮！	谢谢。	141	108
5010	幼龙终结者	0	1	1022	2	"[3032,8]"	101	那些幼龙不停侵扰，真是令人烦躁，去消灭它们！	好的。	101	干得漂亮！	谢谢。	145	110
5011	清理放逐之地	0	1	1024	1	"[1018,1]"	102	放逐之地仍有大量敌人，去扫清它们！	好的。	102	干得漂亮！	谢谢。	150	117
5012	宙斯试炼三连击	0	1	1025	2	"[4003,3]"	103	去接受宙斯的强化试炼吧。	好的。	103	干得漂亮！	谢谢。	157	117
5013	子矛之誓	0	1	1029	2	"[4050,8]"	111	去和希腊勇士操练起来吧！	好的。	111	干得漂亮！	谢谢。	165	122
5014	威震迈锡尼	0	1	1031	1	"[1023,1]"	112	去港口挑战希腊的战士们，证明自己的实力吧。	好的。	112	干得漂亮！	谢谢。	165	129
5015	阿伽门农三连击	0	1	1032	2	"[4038,3]"	113	去接受阿伽门农的强化试炼吧。	好的。	113	干得漂亮！	谢谢。	172	135
5016	弦外之音	0	1	1035	2	"[4040,8]"	114	去和希腊弓手操练起来吧！	好的。	114	干得漂亮！	谢谢。	179	141
5017	强化训练	0	1	1037	1	"[1028,1]"	111	去港口挑战希腊的战士们，强化他们的实力吧。	好的。	111	干得漂亮！	谢谢。	188	150
5018	奥德赛三部曲	0	1	1038	2	"[4001,3]"	112	去接受奥德修斯的强化试炼吧。	好的。	112	干得漂亮！	谢谢。	192	150
5019	绊马索	0	1	1041	2	"[4034,8]"	113	那些波斯骑兵不停侵扰，真是令人烦躁，去消灭他们！	好的。	113	干得漂亮！	谢谢。	198	159
5020	屹立战场	0	1	1043	1	"[1033,1]"	114	战场上仍有大量敌人，去扫清他们！	好的。	114	干得漂亮！	谢谢。	198	168
5021	食人妖三连击	0	1	1045	2	"[3017,3]"	111	洞穴食人妖的威胁太大，我们不能坐视不理了。	好的。	111	干得漂亮！	谢谢。	204	178
5022	断弦行动	0	1	1047	2	"[4035,8]"	112	那些波斯神射手不停侵扰，真是令人烦躁，去消灭他们！	好的。	112	干得漂亮！	谢谢。	208	187
5023	清理港口	0	1	1049	1	"[1038,1]"	113	港口的敌人开始反扑了，去消灭他们！	好的。	113	干得漂亮！	谢谢。	212	200
5024	达提斯三连击	0	1	1050	2	"[4036,3]"	114	去接受达提斯的强化试炼吧。	好的。	114	干得漂亮！	谢谢。	222	200
5025	阿喀琉斯的兵	0	1	1053	2	"[4051,12]"	111	那些希腊方阵兵不停侵扰，真是令人烦躁，去消灭他们！	好的。	111	干得漂亮！	谢谢。	237	212
5026	特洛伊练兵	0	1	1055	1	"[1043,1]"	112	去特洛伊平原操练吧！	好的。	112	干得漂亮！	谢谢。	237	224
5027	阿喀琉斯三连击	0	1	1056	2	"[4055,3]"	113	去接受阿喀琉斯的强化试炼吧。	好的。	113	干得漂亮！	谢谢。	250	236
5028	黑甲射手	0	1	1058	2	"[4042,12]"	114	那些特洛伊射手不停侵扰，真是令人烦躁，去消灭他们！	好的。	114	干得漂亮！	谢谢。	264	248
5029	清理特洛伊平原	0	1	1060	1	"[1048,1]"	111	特洛伊平原的敌人开始反扑了，去消灭他们！	好的。	111	干得漂亮！	谢谢。	275	264
5030	帕里斯三连击	0	1	1061	2	"[4039,3]"	112	去接受帕里斯的强化试炼吧。	好的。	112	干得漂亮！	谢谢。	286	264
5031	消灭红胡子	0	1	1063	2	"[4073,12]"	113	那些深火氏族投手不停侵扰，真是令人烦躁，去消灭他们！	好的。	113	干得漂亮！	谢谢。	302	279
5032	荡平特洛伊	0	1	1065	1	"[1053,1]"	114	特洛伊平原仍有大量敌人，去扫清他们！	好的。	114	干得漂亮！	谢谢。	302	294
5033	洛基三连击	0	1	1066	2	"[4019,3]"	111	去接受洛基的强化试炼吧。	好的。	111	干得漂亮！	谢谢。	317	310
5034	黑甲勇士	0	1	1068	2	"[4052,12]"	112	那些特洛伊勇士不停侵扰，真是令人烦躁，去消灭他们！	好的。	112	干得漂亮！	谢谢。	329	325
5035	特洛伊反扑	0	1	1070	1	"[1058,1]"	113	特洛伊平原的敌人开始反扑了，去消灭他们！	好的。	113	干得漂亮！	谢谢。	339	343
5036	赫克托尔三连击	0	1	1071	2	"[4044,3]"	114	去接受赫克托尔的强化试炼吧。	好的。	114	干得漂亮！	谢谢。	371	343
5037	消灭蓝胡子	0	1	1075	2	"[4074,12]"	121	那些寒铁氏族投手不停侵扰，真是令人烦躁，去消灭他们！	好的。	121	干得漂亮！	谢谢。	371	362
5038	清理冰原	0	1	1077	1	"[1063,1]"	122	冰原仍有大量敌人，去扫清他们！	好的。	122	干得漂亮！	谢谢。	413	380
5039	索林三连击	0	1	1078	2	"[4069,3]"	123	去接受索林·橡木盾的强化试炼吧。	好的。	123	干得漂亮！	谢谢。	454	398
5040	消灭小龙	0	1	1081	2	"[3034,12]"	124	那些小金龙不停侵扰，真是令人烦躁，去消灭他们！	好的。	124	干得漂亮！	谢谢。	499	417
5041	冰原反扑	0	1	1083	1	"[1068,1]"	121	冰原的敌人开始反扑了，去消灭他们！	好的。	121	干得漂亮！	谢谢。	543	439
5042	法夫纳三连击	0	1	1084	2	"[4070,3]"	122	去接受法夫纳的强化试炼吧。	好的。	122	干得漂亮！	谢谢。	592	439
5043	精灵之弓	0	1	1086	2	"[4056,12]"	123	那些精灵射手不停侵扰，真是令人烦躁，去消灭他们！	好的。	123	干得漂亮！	谢谢。	657	460
5044	好客的精灵	0	1	1088	1	"[1073,1]"	124	冰原仍有大量敌人，去扫清他们！	好的。	124	干得漂亮！	谢谢。	657	481
5045	蓝龙三连击	0	1	1089	2	"[3030,3]"	121	去接受蓝龙的强化试炼吧。	好的。	121	干得漂亮！	谢谢。	726	503
5046	秘法精灵	0	1	1091	2	"[4062,12]"	122	那些精灵法师不停侵扰，真是令人烦躁，去消灭他们！	好的。	122	干得漂亮！	谢谢。	796	524
5047	森林之谜	0	1	1093	1	"[1078,1]"	123	森林的敌人开始反扑了，去消灭他们！	好的。	123	干得漂亮！	谢谢。	870	549
5048	守护者三连击	0	1	1094	2	"[4068,3]"	124	去接受黑暗圣地守护者的强化试炼吧。	好的。	124	干得漂亮！	谢谢。	944	549
5049	黑色精灵	0	1	1096	2	"[4057,12]"	121	那些黑暗精灵射手不停侵扰，真是令人烦躁，去消灭他们！	好的。	121	干得漂亮！	谢谢。	1042	610
5050	清理森林	0	1	1098	1	"[1083,1]"	122	森林仍有大量敌人，去扫清他们！	好的。	122	干得漂亮！	谢谢。	1140	674
5051	禁卫军三连击	0	1	1099	2	"[4067,3]"	123	去接受黑暗精灵禁卫军的强化试炼吧。	好的。	123	干得漂亮！	谢谢。	1243	739
5052	金色的一坨	0	1	1102	2	"[3004,20]"	124	那些金色史莱姆不停侵扰，真是令人烦躁，去消灭他们！	好的。	124	干得漂亮！	谢谢。	1243	807
5053	彩虹桥要垮了	0	1	1104	1	"[1088,1]"	121	彩虹桥的敌人开始反扑了，去消灭他们！	好的。	121	干得漂亮！	谢谢。	1347	874
5054	海姆达尔三连击	0	1	1105	2	"[4020,3]"	122	去接受海姆达尔的强化试炼吧。	好的。	122	干得漂亮！	谢谢。	1457	874
5055	火红射手	0	1	1107	2	"[4073,12]"	123	那些深火氏族投手不停侵扰，真是令人烦躁，去消灭他们！	好的。	123	干得漂亮！	谢谢。	1609	945
5056	清理彩虹桥	0	1	1109	1	"[1093,1]"	124	彩虹桥仍有大量敌人，去扫清他们！	好的。	124	干得漂亮！	谢谢。	1769	1015
5057	齐格弗里德三连击	0	1	1110	2	"[4021,3]"	121	去接受齐格弗里德的强化试炼吧。	好的。	121	干得漂亮！	谢谢。	1769	1088
5058	法师之力	0	1	1112	2	"[4062,12]"	122	那些精灵法师不停侵扰，真是令人烦躁，去消灭他们！	好的。	122	干得漂亮！	谢谢。	1929	1162
5059	彩虹桥的反扑	0	1	1114	1	"[1098,1]"	123	彩虹桥的敌人开始反扑了，去消灭他们！	好的。	123	干得漂亮！	谢谢。	2096	1239
5060	布伦希尔德三连击	0	1	1115	2	"[4015,3]"	124	去接受布伦希尔德的强化试炼吧。	好的。	124	干得漂亮！	谢谢。	2263	1239
5061	特洛伊之眼	0	1	1119	2	"[4043,15]"	131	那些特洛伊神射手很不服气，真是令人烦躁，去消灭他们！	好的。	131	干得漂亮！	谢谢。	2463	1316
5062	竞技之心	0	1	1121	1	"[1103,1]"	132	大竞技场仍有大量对手，去扫清他们！	好的。	132	干得漂亮！	谢谢。	2463	1396
5063	伊阿宋三连击	0	1	1122	2	"[4054,3]"	133	去接受伊阿宋的强化试炼吧。	好的。	133	干得漂亮！	谢谢。	2663	1475
5064	角斗士之舞	0	1	1124	2	"[4011,15]"	134	那些怪力角斗士不停挑衅，真是令人烦躁，去消灭他们！	好的。	134	干得漂亮！	谢谢。	2871	1558
5065	竞技场圆舞曲	0	1	1126	1	"[1108,1]"	131	大竞技场的对手们准备进攻了，去消灭他们！	好的。	131	干得漂亮！	谢谢。	3080	1640
5066	赫拉克勒斯三连击	0	1	1127	2	"[4009,3]"	132	去接受赫拉克勒斯的强化试炼吧。	好的。	132	干得漂亮！	谢谢。	3080	1640
5067	射雕英雄	0	1	1129	2	"[3010,20]"	133	那些大雕不停侵扰，真是令人烦躁，去消灭他们！	好的。	133	干得漂亮！	谢谢。	3298	1727
5068	胜利之路	0	1	1131	1	"[1113,1]"	134	胜利之路仍有大量敌人，去扫清他们！	好的。	134	干得漂亮！	谢谢。	3515	1812
5069	斯芬克斯三连击	0	1	1132	2	"[3007,3]"	131	去接受斯芬克斯的强化试炼吧。	好的。	131	干得漂亮！	谢谢。	3742	1902
5070	一夫当关	0	1	1134	2	"[4035,10]"	132	那些波斯神射手不停侵扰，真是令人烦躁，去消灭他们！	好的。	132	干得漂亮！	谢谢。	3968	1990
5071	死守温泉关	0	1	1136	1	"[1118,1]"	133	胜利之路的敌人开始反扑了，去消灭他们！	好的。	133	干得漂亮！	谢谢。	3968	2082
5072	食人妖三连击	0	1	1137	2	"[3018,3]"	134	去接受山领食人妖的强化试炼吧。	好的。	134	干得漂亮！	谢谢。	4204	2082
5073	东方妖鸟	0	1	1139	2	"[3012,30]"	131	那些孔雀不停侵扰，真是令人烦躁，去消灭他们！	好的。	131	干得漂亮！	谢谢。	4440	2174
5074	肃清温泉关	0	1	1141	1	"[1123,1]"	132	胜利之路仍有大量敌人，去扫清他们！	好的。	132	干得漂亮！	谢谢。	4713	2270
5075	薛西斯三连击	0	1	1142	2	"[4037,3]"	133	去接受薛西斯的强化试炼吧。	好的。	133	干得漂亮！	谢谢。	4990	2364
5076	蓝色的一坨	0	1	1145	2	"[3003,80]"	134	那些蓝色史莱姆不停侵扰，真是令人烦躁，去消灭他们！	好的。	134	干得漂亮！	谢谢。	4990	2463
5077	沙漠风暴	0	1	1147	1	"[1128,1]"	131	沙漠的敌人开始反扑了，去消灭他们！	好的。	131	干得漂亮！	谢谢。	5273	2560
5078	丘比特三连击	0	1	1148	2	"[4006,3]"	132	去接受丘比特的强化试炼吧。	好的。	132	干得漂亮！	谢谢。	5555	2560
5079	断弦之弓	0	1	1150	2	"[4041,15]"	133	那些希腊神射手不停侵扰，真是令人烦躁，去消灭他们！	好的。	133	干得漂亮！	谢谢。	5851	2662
5080	清理沙漠	0	1	1152	1	"[1133,1]"	134	沙漠仍有大量敌人，去扫清他们！	好的。	134	干得漂亮！	谢谢。	6147	2763
5081	维纳斯三连击	0	1	1153	2	"[4005,3]"	131	去接受维纳斯的强化试炼吧。	好的。	131	干得漂亮！	谢谢。	6147	2868
5082	战神的爪牙	0	1	1155	2	"[4043,15]"	132	那些特洛伊神射手不停侵扰，真是令人烦躁，去消灭他们！	好的。	132	干得漂亮！	谢谢。	6452	2972
5083	沙漠反扑	0	1	1157	1	"[1138,1]"	133	沙漠的敌人开始反扑了，去消灭他们！	好的。	133	干得漂亮！	谢谢。	6757	3066
5084	阿瑞斯三连击	0	1	1158	2	"[4007,3]"	134	去接受阿瑞斯的强化试炼吧。	好的。	134	干得漂亮！	谢谢。	7072	3066
5085	消灭蛇妖	0	1	1161	2	"[4027,15]"	141	那些蛇妖破法者不停侵扰，真是令人烦躁，去消灭他们！	好的。	141	干得漂亮！	谢谢。	7386	3282
5086	打扫战船	0	1	1163	1	"[1143,1]"	142	战船上仍有大量敌人，去扫清他们！	好的。	142	干得漂亮！	谢谢。	7386	3496
5087	厄喀德那三连击	0	1	1164	2	"[4025,3]"	143	去接受厄喀德那的强化试炼吧。	好的。	143	干得漂亮！	谢谢。	7747	3710
5088	蓝胡子快枪手	0	1	1166	2	"[4074,15]"	144	那些寒铁氏族投手不停侵扰，真是令人烦躁，去消灭他们！	好的。	144	干得漂亮！	谢谢。	8108	3926
5089	战船上的反扑	0	1	1168	1	"[1148,1]"	141	战船上的敌人开始反扑了，去消灭他们！	好的。	141	干得漂亮！	谢谢。	8478	4140
5090	史莱姆女王三连击	0	1	1169	2	"[3005,3]"	142	去接受史莱姆女王的强化试炼吧。	好的。	142	干得漂亮！	谢谢。	8848	4140
5091	黑色羊头	0	1	1171	2	"[3025,15]"	143	那些黑色羊头人战士不停侵扰，真是令人烦躁，去消灭他们！	好的。	143	干得漂亮！	谢谢。	8848	4354
5092	清洗船舱	0	1	1173	1	"[1153,1]"	144	战船上仍有大量敌人，去扫清他们！	好的。	144	干得漂亮！	谢谢。	9232	4570
5093	弗雷三连击	0	1	1174	2	"[4013,3]"	141	去接受弗雷的强化试炼吧。	好的。	141	干得漂亮！	谢谢。	9615	4784
5094	执法犯法	0	1	1176	2	"[4029,15]"	142	那些蛇妖执法者不停侵扰，真是令人烦躁，去消灭他们！	好的。	142	干得漂亮！	谢谢。	10009	4998
5095	防御战船	0	1	1178	1	"[1158,1]"	143	战船上的敌人开始反扑了，去消灭他们！	好的。	143	干得漂亮！	谢谢。	10406	5244
5096	许德拉三连击	0	1	1179	2	"[3014,3]"	144	去接受许德拉的强化试炼吧。	好的。	144	干得漂亮！	谢谢。	10813	5244
5097	圣地之守护	0	1	1181	2	"[4066,15]"	141	那些圣地守护者不停侵扰，真是令人烦躁，去消灭他们！	好的。	141	干得漂亮！	谢谢。	11220	5612
5098	肃清森林	0	1	1183	1	"[1163,1]"	142	森林仍有大量敌人，去扫清他们！	好的。	142	干得漂亮！	谢谢。	11678	5980
5099	希尔瓦娜斯三连击	0	1	1184	2	"[4061,3]"	143	去接受希尔瓦娜斯的强化试炼吧。	好的。	143	干得漂亮！	谢谢。	12131	6348
5100	逐鹿	0	1	1186	2	"[4031,15]"	144	那些森林复仇者不停侵扰，真是令人烦躁，去消灭她们！	好的。	144	干得漂亮！	谢谢。	12603	6716
5101	森林的威胁	0	1	1188	1	"[1168,1]"	141	森林的敌人开始反扑了，去消灭他们！	好的。	141	干得漂亮！	谢谢。	12603	7084
5102	泰兰德三连击	0	1	1189	2	"[4058,3]"	142	去接受泰兰德的强化试炼吧。	好的。	142	干得漂亮！	谢谢。	13075	7084
5103	黑暗秘法	0	1	1191	2	"[4063,15]"	143	那些黑暗精灵法师不停侵扰，真是令人烦躁，去消灭他们！	好的。	143	干得漂亮！	谢谢。	13556	7452
5104	黑暗森林	0	1	1193	1	"[1173,1]"	144	森林仍有大量敌人，去扫清他们！	好的。	144	干得漂亮！	谢谢。	14042	7850
5105	凯兰崔尔三连击	0	1	1194	2	"[4064,3]"	141	去接受凯兰崔尔的强化试炼吧。	好的。	141	干得漂亮！	谢谢。	14536	8250
5106	黑暗守护者	0	1	1196	2	"[4068,15]"	142	那些黑暗圣地守护者不停侵扰，真是令人烦躁，去消灭他们！	好的。	142	干得漂亮！	谢谢。	15031	8648
5107	森林反扑	0	1	1198	1	"[1178,1]"	143	森林的敌人开始反扑了，去消灭他们！	好的。	143	干得漂亮！	谢谢。	15545	9046
5108	拉冬三连击	0	1	1199	2	"[3013,3]"	144	去接受拉冬的强化试炼吧。	好的。	144	干得漂亮！	谢谢。	16053	9046
5109	史莱姆逆袭	0	1	1202	2	"[3004,6]"	151	那些金色史莱姆不停侵扰，真是令人烦躁，去消灭他们！	好的。	151	干得漂亮！	谢谢。	16493	9446
5110	我在遥望巨像之上	0	1	1204	1	"[1183,1]"	152	巨像之上仍有大量敌人，去扫清他们！	好的。	152	干得漂亮！	谢谢。	16928	9844
5111	史莱姆国王三连击	0	1	1205	2	"[3006,3]"	153	去接受史莱姆国王的强化试炼吧。	好的。	153	干得漂亮！	谢谢。	16928	10242
5112	消灭羊头人	0	1	1207	2	"[3023,20]"	155	那些羊头人战士不停侵扰，真是令人烦躁，去消灭他们！	好的。	155	干得漂亮！	谢谢。	17381	10672
5113	巨像之上的反扑	0	1	1209	1	"[1188,1]"	151	巨像之上的敌人开始反扑了，去消灭他们！	好的。	151	干得漂亮！	谢谢。	17829	11102
5114	诗寇蒂三连击	0	1	1210	2	"[4016,3]"	152	去接受诗寇蒂的强化试炼吧。	好的。	152	干得漂亮！	谢谢。	18292	11102
5115	一大波凯兰崔尔	0	1	1212	2	"[4064,3]"	153	凯兰崔尔不停侵扰，真是令人烦躁，去消灭她！	好的。	153	干得漂亮！	谢谢。	18754	11530
5116	清理巨像	0	1	1214	1	"[1193,1]"	155	巨像之上仍有大量敌人，去扫清他们！	好的。	155	干得漂亮！	谢谢。	18754	11960
5117	普罗米修斯三连击	0	1	1215	2	"[4008,3]"	151	去接受普罗米修斯的强化试炼吧。	好的。	151	干得漂亮！	谢谢。	19226	12390
5118	孔雀来袭	0	1	1217	2	"[3012,18]"	152	那些孔雀不停侵扰，真是令人烦躁，去消灭他们！	好的。	152	干得漂亮！	谢谢。	19703	12818
5119	巨像与禽鸟	0	1	1219	1	"[1198,1]"	153	巨像之上的敌人开始反扑了，去消灭他们！	好的。	153	干得漂亮！	谢谢。	20188	13278
5120	红龙三连击	0	1	1220	2	"[3027,3]"	155	去接受红龙的强化试炼吧。	好的。	155	干得漂亮！	谢谢。	20674	13278
5121	鹰身女妖的骚扰	0	1	1222	2	"[3039,18]"	151	那些彩色鹰身女妖不停侵扰，真是令人烦躁，去消灭他们！	好的。	151	干得漂亮！	谢谢。	20674	13738
5122	扫街	0	1	1224	1	"[1203,1]"	152	街道仍有大量敌人，去扫清他们！	好的。	152	干得漂亮！	谢谢。	21076	14198
5123	鹰身女妖之王	0	1	1225	2	"[3041,3]"	153	去接受彩色鹰身女妖之王的强化试炼吧。	好的。	153	干得漂亮！	谢谢。	21479	14658
5124	射人射马	0	1	1227	2	"[4098,15]"	155	那些人马射手不停侵扰，真是令人烦躁，去消灭他们！	好的。	155	干得漂亮！	谢谢。	21890	15118
5125	巷战	0	1	1229	1	"[1208,1]"	151	街道的敌人开始反扑了，去消灭他们！	好的。	151	干得漂亮！	谢谢。	22306	15578
5126	雪地食人妖三连击	0	1	1230	2	"[3019,3]"	152	去接受雪地食人妖的强化试炼吧。	好的。	152	干得漂亮！	谢谢。	22306	15578
5127	独眼巨人之怒	0	1	1232	2	"[3072,12]"	153	那些独眼巨人不停侵扰，真是令人烦躁，去消灭他们！	好的。	153	干得漂亮！	谢谢。	22732	16038
5128	街道抵抗	0	1	1234	1	"[1213,1]"	155	街道仍有大量敌人，去扫清他们！	好的。	155	干得漂亮！	谢谢。	23153	16530
5129	独眼之王三连击	0	1	1235	2	"[3070,3]"	151	去接受独眼巨人之王的强化试炼吧。	好的。	151	干得漂亮！	谢谢。	23588	17020
5130	红色幼龙	0	1	1237	2	"[3032,24]"	152	那些小红龙不停侵扰，真是令人烦躁，去消灭他们！	好的。	152	干得漂亮！	谢谢。	24022	17510
5131	街道的反扑	0	1	1239	1	"[1218,1]"	153	街道的敌人开始反扑了，去消灭他们！	好的。	153	干得漂亮！	谢谢。	24022	18002
5132	黑龙三连击	0	1	1240	2	"[3026,3]"	155	去接受黑龙的强化试炼吧。	好的。	155	干得漂亮！	谢谢。	24466	18002
5133	黑色恐怖	0	1	1243	2	"[3048,24]"	161	那些黑色喷火蝙蝠不停侵扰，真是令人烦躁，去消灭他们！	好的。	161	干得漂亮！	谢谢。	24915	18492
5134	曲折之间	0	1	1245	1	"[1223,1]"	162	迷宫仍有大量敌人，去扫清他们！	好的。	162	干得漂亮！	谢谢。	25266	18982
5135	撕咬之王三连击	0	1	1246	2	"[3049,3]"	163	去接受撕咬蝙蝠王的强化试炼吧。	好的。	163	干得漂亮！	谢谢。	25618	19474
5136	牛头马面	0	1	1248	2	"[3068,24]"	164	那些牛头人锤兵不停侵扰，真是令人烦躁，去消灭他们！	好的。	164	干得漂亮！	谢谢。	25618	19994
5137	迷宫的反扑	0	1	1250	1	"[1228,1]"	161	迷宫的敌人开始反扑了，去消灭他们！	好的。	161	干得漂亮！	谢谢。	25979	20516
5138	食人妖三连击	0	1	1251	2	"[3020,3]"	162	去接受重装食人妖的强化试炼吧。	好的。	162	干得漂亮！	谢谢。	26339	20516
5139	红色激情	0	1	1253	2	"[3047,24]"	163	那些红色喷火蝙蝠不停侵扰，真是令人烦躁，去消灭他们！	好的。	163	干得漂亮！	谢谢。	26709	21038
5140	魔幻迷宫	0	1	1255	1	"[1233,1]"	164	迷宫仍有大量敌人，去扫清他们！	好的。	164	干得漂亮！	谢谢。	27079	21558
5141	喷火之王三连击	0	1	1256	2	"[3050,3]"	161	去接受喷火蝙蝠王的强化试炼吧。	好的。	161	干得漂亮！	谢谢。	27459	22080
5142	乱锤之下	0	1	1258	2	"[3069,24]"	162	那些高级牛头人锤兵不停侵扰，真是令人烦躁，去消灭他们！	好的。	162	干得漂亮！	谢谢。	27838	22602
5143	秘之领域	0	1	1260	1	"[1238,1]"	163	迷宫的敌人开始反扑了，去消灭他们！	好的。	163	干得漂亮！	谢谢。	28226	23154
5144	弥诺陶洛斯三连击	0	1	1261	2	"[3064,3]"	164	去接受弥诺陶洛斯的强化试炼吧。	好的。	164	干得漂亮！	谢谢。	28615	23154
5145	无双剑士	0	1	1263	2	"[4095,24]"	161	那些人马无双剑士不停侵扰，真是令人烦躁，去消灭他们！	好的。	161	干得漂亮！	谢谢。	28902	23706
5146	清理机关工厂	0	1	1265	1	"[1243,1]"	162	机关工厂仍有大量敌人，去扫清他们！	好的。	162	干得漂亮！	谢谢。	28902	24258
5147	喀戎三连击	0	1	1266	2	"[4093,3]"	163	去接受人马喀戎的强化试炼吧。	好的。	163	干得漂亮！	谢谢。	29184	24810
