number	array	array	array	number	number	string	string	array	array	string	string	string
404524	"[145,-1]"	"[1,1]"	"[1.1,1.1]"		0	我可没有关心你的人身安全，我的电锯从来不用在切割生命上。		[1]	[404525]			
404525	"[145,-1]"	"[1,1]"	"[1.1,1.1]"		0	用电锯结束掉一个生命什么的，太残忍了……		[1]	[404526]			
404526	"[145,-1]"	"[1,1]"	"[1.1,1.1]"		0	正因为我每天都用它，才知道它有多可怕……		[2]	[0]			
404531	"[145,-1]"	"[1,1]"	"[1.1,1.1]"		0	快看快看，这里好多娃娃，那个小熊好可爱啊。		[1]	[404532]			
404532	"[145,-1]"	"[1,1]"	"[1.1,1.1]"		0	啊，我才不像那只老虎呢，看起来那么蠢，虽然也很可爱啦……		[1]	[404533]			
404533	"[145,-1]"	"[1,1]"	"[1.1,1.1]"		0	我才不蠢呢，虽然我是火炎萌虎，可是我很聪明喔。		[1]	[404534]			
404534	"[145,-1]"	"[1,1]"	"[1.1,1.1]"		0	哼哼，那就让你见识下我的智慧吧！		[1]	[404535]			
404535	"[145,-1]"	"[1,1]"	"[1.1,1.1]"		0	（接下来你亲眼见证了焰形剑把一台娃娃机里面的娃娃全部成功夹出，每发必中）		[1]	[404536]			
404536	"[145,-1]"	"[1,1]"	"[1.1,1.1]"		0	嘿嘿……这个可是我的特长喔！		[2]	[0]			
404541	"[145,-1]"	"[1,1]"	"[1.1,1.1]"		0	想要自己烧烤么？不错的主意~		[1]	[404542]			
404542	"[145,-1]"	"[1,1]"	"[1.1,1.1]"		0	先把烧烤架摆好……燃料也准备就绪，呃……总感觉少点什么。		[1]	[404543]			
404543	"[145,-1]"	"[1,1]"	"[1.1,1.1]"		0	啊，对了，是火，你没有带火源么？		[1]	[404544]			
404544	"[145,-1]"	"[1,1]"	"[1.1,1.1]"		0	要我放火么，好吧，你站远一点，再远一点……		[1]	[404545]			
404545	"[145,-1]"	"[1,1]"	"[1.1,1.1]"		0	哈~火点好了~先烤什么呢~		[1]	[404546]			
404546	"[145,-1]"	"[1,1]"	"[1.1,1.1]"		0	要给我谢礼？把这个戒指给我真的好么……？		[1]	[404547]			
404547	"[145,-1]"	"[1,1]"	"[1.1,1.1]"		0	戒指可是把两个人联系在一起的信物喔！那我就收下啦~		[2]	[0]			
404611	"[146,-1]"	"[1,1]"	"[1.1,1.1]"		0	呵！呜呀…….！看我的！冲啊！		[1]	[404612]			
404612	"[146,-1]"	"[1,1]"	"[1.1,1.1]"		0	（加贺清光在院子里为爱马擦洗身子，发出呼呼哈哈的声音）		[1]	[404613]			
404613	"[146,-1]"	"[1,1]"	"[1.1,1.1]"		0	恩？我可不是什么奇怪的人哦。为咖啡洗澡的时候喊喊口号不但更有精神，还能帮助咖啡提高战斗力。		[1]	[404614]			
404614	"[146,-1]"	"[1,1]"	"[1.1,1.1]"		0	不是据说给家禽听音乐可以让它们下的蛋更鲜美么，而且婴儿也有胎教什么的~		[1]	[404615]			
404615	"[146,-1]"	"[1,1]"	"[1.1,1.1]"		0	还有成语说是对牛弹琴，我这个就叫“对马嘿哈”！		[1]	[404616]			
404616	"[146,-1]"	"[1,1]"	"[1.1,1.1]"		0	嘛~到底有没有效呢？其实咖啡还挺喜欢这样的~		[1]	[404617]			
404617	"[146,-1]"	"[1,1]"	"[1.1,1.1]"		0	哦对了，咖啡就是这匹马，是我在战场上的好伙伴！		[2]	[0]			
404621	"[146,-1]"	"[1,1]"	"[1.1,1.1]"		0	猜猜我是谁~猜对有奖励喔!		[1]	[404622]			
404622	"[146,-1]"	"[1,1]"	"[1.1,1.1]"		0	"(加贺清光从背后捂住你的双眼,压低声音说)"		[1]	[404623]			
404623	"[146,-1]"	"[1,1]"	"[1.1,1.1]"		0	"你怎么一下子就猜出来了,我的声音都故意变了一下."		[1]	[404624]			
404624	"[146,-1]"	"[1,1]"	"[1.1,1.1]"		0	是闻到我身上虾仁炒饭的味道了么?还是其他什么?		[1]	[404625]			
404625	"[146,-1]"	"[1,1]"	"[1.1,1.1]"		0	诶?诶诶诶???!!!后背贴到胸部什么的?!还说只有我的胸部才是这种触感什么的?!		[1]	[404626]			
404626	"[146,-1]"	"[1,1]"	"[1.1,1.1]"		0	你这个好色的家伙!!!!讨厌讨厌!哼!!!		[1]	[404627]			
404627	"[146,-1]"	"[1,1]"	"[1.1,1.1]"		0	(加贺清光气呼呼的嘟着嘴离开了)		[2]	[0]			
404631	"[146,-1]"	"[1,1]"	"[1.1,1.1]"		0	唔……脑袋好像有点发烫，还有点晕晕乎乎的……		[1]	[404632]			
404632	"[146,-1]"	"[1,1]"	"[1.1,1.1]"		0	哎呀，房间怎么转起来了？还是360度的……我好像也跟着转起来了……		[1]	[404633]			
404633	"[146,-1]"	"[1,1]"	"[1.1,1.1]"		0	你……你干嘛也在转？好晕+_+快停下来。		[1]	[404634]			
404634	"[146,-1]"	"[1,1]"	"[1.1,1.1]"		0	什么嘛，才不是刚才那个蘑菇的问题，那个蓝色的蘑菇那么好看，怎么可能有毒，你骗人~		[1]	[404635]			
404635	"[146,-1]"	"[1,1]"	"[1.1,1.1]"		0	呀！！那边出现了巨大章鱼怪！！看我消灭你！！		[1]	[404636]			
404636	"[146,-1]"	"[1,1]"	"[1.1,1.1]"		0	（加贺清光拿起长枪向自己的爱马冲了过去……）		[2]	[0]			
404641	"[146,-1]"	"[1,1]"	"[1.1,1.1]"		0	"在战场上我总是勇往直前,从不畏惧、退缩。"		[1]	[404642]			
404642	"[146,-1]"	"[1,1]"	"[1.1,1.1]"		0	可是有那么一个人让我变得不一样。		[1]	[404643]			
404643	"[146,-1]"	"[1,1]"	"[1.1,1.1]"		0	想和那个人在一起，可是又怕被拒绝，想把这种心情告诉那个人……会不会接受呢？		[1]	[404644]			
404644	"[146,-1]"	"[1,1]"	"[1.1,1.1]"		0	如果说那个人就是你呢？你会怎么看……		[1]	[404645]			
404645	"[146,-1]"	"[1,1]"	"[1.1,1.1]"		0	不用担心？这是什么意思？啊啊，戒指……你要送我这个么？		[1]	[404646]			
404646	"[146,-1]"	"[1,1]"	"[1.1,1.1]"		0	我……真的可以无所畏惧地爱你么？		[2]	[0]			
404711	"[147,-1]"	"[1,1]"	"[1.1,1.1]"		0	你好~我叫克莉斯。(^_^)旁边这只是我的召唤精灵，它叫做希望。		[1]	[404712]			
404712	"[147,-1]"	"[1,1]"	"[1.1,1.1]"		0	我呀，可是一名魔法少女，我拥有可以穿越时间、空间的能力。		[1]	[404713]			
404713	"[147,-1]"	"[1,1]"	"[1.1,1.1]"		0	我才没有骗人呢，我也不是中二病……不信我可以给你现场展示一下~		[1]	[404714]			
404714	"[147,-1]"	"[1,1]"	"[1.1,1.1]"		0	你要睁大眼睛看喔，我的魔力施放速度可是很快的。		[1]	[404715]			
404715	"[147,-1]"	"[1,1]"	"[1.1,1.1]"		0	Time Machine Mike!!(克莉斯就在你眨眼间从你面前消失了)		[1]	[404716]			
404716	"[147,-1]"	"[1,1]"	"[1.1,1.1]"		0	(盯……地上掉着一只蓝色的胖次)		[1]	[404717]			
404717	"[147,-1]"	"[1,1]"	"[1.1,1.1]"		0	（克莉斯蹲在三米外的地上，用力压住裙摆）那个……地上的胖次可以无视掉么……刚才念错咒语，于是就少传送了点东西……		[2]	[0]			
404721	"[147,-1]"	"[1,1]"	"[1.1,1.1]"		0	（水族馆内，克莉斯贴近玻璃盯着大群水母看啊看~）		[1]	[404722]			
404722	"[147,-1]"	"[1,1]"	"[1.1,1.1]"		0	水母~(ˉ﹃ˉ)水母好可爱啊啊啊~好想潜到水里和水母们一起游~游~游~		[1]	[404723]			
404723	"[147,-1]"	"[1,1]"	"[1.1,1.1]"		0	说起来我有个海月水母的外号~因为特别喜欢蓝色，而且发型看起来很像水母~		[1]	[404724]			
404724	"[147,-1]"	"[1,1]"	"[1.1,1.1]"		0	海月水母的外号我很喜欢！如果我能变成水母就好了！		[1]	[404725]			
404725	"[147,-1]"	"[1,1]"	"[1.1,1.1]"		0	啊！我不是会时空穿越嘛！我可以穿越进去和水母亲密接触呀~		[1]	[404726]			
404726	"[147,-1]"	"[1,1]"	"[1.1,1.1]"		0	好，那我就去里面看看吧！Time Machine Magic!!		[1]	[404727]			
404727	"[147,-1]"	"[1,1]"	"[1.1,1.1]"		0	（噗通一声，克莉斯从玻璃另一面的上方掉进了水里）		[1]	[404728]			
404728	"[147,-1]"	"[1,1]"	"[1.1,1.1]"		0	哎呀！好痛，不要蜇我…..呜呜呜…..水母好可怕呀！		[2]	[0]			
404731	"[147,-1]"	"[1,1]"	"[1.1,1.1]"		0	说起来我在干什么呢?		[1]	[404732]			
404732	"[147,-1]"	"[1,1]"	"[1.1,1.1]"		0	嗯……躺在草地上想放松一下，然后看到漂亮的天空，就不知不觉睡着了~		[1]	[404733]			
404733	"[147,-1]"	"[1,1]"	"[1.1,1.1]"		0	话说，人类为什么不能生活在天上呢？一大片的蓝天，多舒服啊。		[1]	[404734]			
404734	"[147,-1]"	"[1,1]"	"[1.1,1.1]"		0	恩？问我怎么不上天？		[1]	[404735]			
404735	"[147,-1]"	"[1,1]"	"[1.1,1.1]"		0	曾经有试过呀，但是被摔得很惨……/(ㄒoㄒ)/~~		[1]	[404736]			
404736	"[147,-1]"	"[1,1]"	"[1.1,1.1]"		0	对了！我应该去学习可以停留在空中的魔法……那样就可以上天了！		[2]	[0]			
404741	"[147,-1]"	"[1,1]"	"[1.1,1.1]"		0	（克莉斯被布条蒙住双眼，被你牵着手一步步向音乐大厅挪动）那个……你要带我去哪里呢？好像走了很长时间呀……		[1]	[404742]			
404742	"[147,-1]"	"[1,1]"	"[1.1,1.1]"		0	恩？到了？要往下坐是么？呃……啊，下面是椅子啊，那我坐下啦~		[1]	[404743]			
404743	"[147,-1]"	"[1,1]"	"[1.1,1.1]"		0	（寂静、寂静、寂静……）你……在哪里呀？一直没有声音，我有些不安，可以把布条摘下来了么？		[1]	[404744]			
404744	"[147,-1]"	"[1,1]"	"[1.1,1.1]"		0	还需要等一下？恩……好吧。		[1]	[404745]			
404745	"[147,-1]"	"[1,1]"	"[1.1,1.1]"		0	（大厅内响起钢琴悠扬的乐声，克莉斯全神贯注地听着）		[1]	[404746]			
404746	"[147,-1]"	"[1,1]"	"[1.1,1.1]"		0	这首歌是《蓝色多瑙河》？可是……后面的曲调怎么变了？唔…….现在变成了《婚礼进行曲》？		[1]	[404747]			
404747	"[147,-1]"	"[1,1]"	"[1.1,1.1]"		0	让我嫁给你……你先变成蓝色的人再说吧~嘿嘿……逗你的~我愿意嫁给你！		[2]	[0]			
404811	"[148,-1]"	"[1,1]"	"[1.1,1.1]"		0	马上就要进行小组练习赛了，得快点去才行！		[1]	[404812]			
404812	"[148,-1]"	"[1,1]"	"[1.1,1.1]"		0	咚！！（急忙赶去参加练习赛的步槊和你撞在了一起）		[1]	[404813]			
404813	"[148,-1]"	"[1,1]"	"[1.1,1.1]"		0	哎呀，好痛，对不起！是我不对！		[1]	[404814]			
404814	"[148,-1]"	"[1,1]"	"[1.1,1.1]"		0	诶？鼻血……居然流鼻血了，哎呀，你的衣服上也全都是……不好意思，我还要去参加练习赛……没办法帮你及时清洗……		[1]	[404815]			
404815	"[148,-1]"	"[1,1]"	"[1.1,1.1]"		0	怎么办，怎么办……啊啊啊……比赛、鼻血、沾上鼻血的衣服……先处理哪个呢？		[1]	[404816]			
404816	"[148,-1]"	"[1,1]"	"[1.1,1.1]"		0	啊，有了！可以的话请明天到这里来，我会把你的衣服洗干净带过来的！抱歉，你的衣服我就先带走了！！		[1]	[404817]			
404817	"[148,-1]"	"[1,1]"	"[1.1,1.1]"		0	（步槊一把扯下你身上沾血的外套，捂着鼻子跑了~）		[2]	[0]			
404821	"[148,-1]"	"[1,1]"	"[1.1,1.1]"		0	哦呀！让开让开让开！！踩到不负责的啊！		[1]	[404822]			
404822	"[148,-1]"	"[1,1]"	"[1.1,1.1]"		0	可恶的小偷，站住！被我抓到你就惨了！哦呀！！！		[1]	[404823]			
404823	"[148,-1]"	"[1,1]"	"[1.1,1.1]"		0	呼呼……真是气死我了，居然就这么跑掉了……		[1]	[404824]			
404824	"[148,-1]"	"[1,1]"	"[1.1,1.1]"		0	啊，这是我的手袋……你是什么时候追到那个小偷的？		[1]	[404825]			
404825	"[148,-1]"	"[1,1]"	"[1.1,1.1]"		0	谢谢你~我以后会注意看管好自己的东西的！		[1]	[404826]			
404826	"[148,-1]"	"[1,1]"	"[1.1,1.1]"		0	我该怎么报答你呢？以身相许？		[1]	[404827]			
404827	"[148,-1]"	"[1,1]"	"[1.1,1.1]"		0	嘿嘿，才不要~		[2]	[0]			
404831	"[148,-1]"	"[1,1]"	"[1.1,1.1]"		0	哎？地上这个亮闪闪的是……？黄金棒球棍？？		[1]	[404832]			
404832	"[148,-1]"	"[1,1]"	"[1.1,1.1]"		0	是我最喜欢的造型~这个光泽……这个手感…..啊啊~		[1]	[404833]			
404833	"[148,-1]"	"[1,1]"	"[1.1,1.1]"		0	啊嘞？棒球棍怎么飞走了？等等我呀，再让我多摸两下……		[1]	[404834]			
404834	"[148,-1]"	"[1,1]"	"[1.1,1.1]"		0	慢点、慢点，我只想多看两眼，这样可以么？拜托停下来吧……		[1]	[404835]			
404835	"[148,-1]"	"[1,1]"	"[1.1,1.1]"		0	是你……？这个棒球棍是你的？可是为什么要用来“钓”我呢？		[1]	[404836]			
404836	"[148,-1]"	"[1,1]"	"[1.1,1.1]"		0	喜欢的话可以送给我？这怎么好意思呢……虽然是很喜欢，可是……		[1]	[404837]			
404837	"[148,-1]"	"[1,1]"	"[1.1,1.1]"		0	啊？我、我刚才有那么痴汉地抚摸这根棒球棍么？		[2]	[0]			
404841	"[148,-1]"	"[1,1]"	"[1.1,1.1]"		0	（今天是个特别的日子，**决定在这一天向步槊求婚，借着向她学习打棒球的名义，用遥控飞机载着戒指送到她面前，给她巨大的惊喜）		[1]	[404842]			
404842	"[148,-1]"	"[1,1]"	"[1.1,1.1]"		0	咦？要学习打棒球么，好呀，正好想伸展下身体。		[1]	[404843]			
404843	"[148,-1]"	"[1,1]"	"[1.1,1.1]"		0	（打了几局后，**趁休息期间将遥控飞机放出~遥控飞机匀速接近中……）		[1]	[404844]			
404844	"[148,-1]"	"[1,1]"	"[1.1,1.1]"		0	没想到你进步很快嘛，再多练习一下就可以出师咯……哎呀，小心！有杀气！！！		[1]	[404845]			
404845	"[148,-1]"	"[1,1]"	"[1.1,1.1]"		0	（砰！！！——的一声，步槊一挥球棍将载着戒指的遥控飞机击飞了~）		[1]	[404846]			
404846	"[148,-1]"	"[1,1]"	"[1.1,1.1]"		0	什么？？你说刚才被我击飞的东西里面有戒指？		[1]	[404847]			
404847	"[148,-1]"	"[1,1]"	"[1.1,1.1]"		0	啊啊啊啊啊，对不起对不起…条件反射就给打出去了……我现在就去把戒指找回来！		[1]	[404848]			
404848	"[148,-1]"	"[1,1]"	"[1.1,1.1]"		0	呜呜……飞到哪里去了，我真是个笨蛋，那么重要的东西找不到可怎么办……		[1]	[404849]			
404849	"[148,-1]"	"[1,1]"	"[1.1,1.1]"		0	……啊，找到啦，还给你~……诶？？戒指是给我的？那我……我愿意~		[2]	[0]			
404911	"[149,-1]"	"[1,1]"	"[1.1,1.1]"		0	嗯？谁在喊我？		[1]	[404912]			
404912	"[149,-1]"	"[1,1]"	"[1.1,1.1]"		0	原来是你……不好意思，刚才在发呆。你找我有事么？		[1]	[404913]			
404913	"[149,-1]"	"[1,1]"	"[1.1,1.1]"		0	送给我的么？		[1]	[404914]			
404914	"[149,-1]"	"[1,1]"	"[1.1,1.1]"		0	呀，是巧克力		[1]	[404915]			
404915	"[149,-1]"	"[1,1]"	"[1.1,1.1]"		0	吃巧克力心情会变好？你怎么知道我不开心		[1]	[404916]			
404916	"[149,-1]"	"[1,1]"	"[1.1,1.1]"		0	原来你能看出我所有的情绪么？		[2]	[0]			
404921	"[149,-1]"	"[1,1]"	"[1.1,1.1]"		0	（剃刀正在月光下起舞）		[1]	[404922]			
404922	"[149,-1]"	"[1,1]"	"[1.1,1.1]"		0	是谁在那边？		[1]	[404923]			
404923	"[149,-1]"	"[1,1]"	"[1.1,1.1]"		0	怎么是你，你怎么偷看我跳舞？		[1]	[404924]			
404924	"[149,-1]"	"[1,1]"	"[1.1,1.1]"		0	真的么？你觉得很好看？……谢谢……		[1]	[404925]			
404925	"[149,-1]"	"[1,1]"	"[1.1,1.1]"		0	这是什么？铃铛手链？		[1]	[404926]			
404926	"[149,-1]"	"[1,1]"	"[1.1,1.1]"		0	以后都戴着它么？ 		[1]	[404927]			
404927	"[149,-1]"	"[1,1]"	"[1.1,1.1]"		0	你听，我跳起舞来，一直有铃铛清脆的响声呢?(? ???ω??? ?)?		[2]	[0]			
404931	"[149,-1]"	"[1,1]"	"[1.1,1.1]"		0	夕阳无限好，只是近黄昏……		[1]	[404932]			
404932	"[149,-1]"	"[1,1]"	"[1.1,1.1]"		0	人们都觉得狐狸天生最会的就是魅惑别人，可是谁知道狐的孤寂呢……		[1]	[404933]			
404933	"[149,-1]"	"[1,1]"	"[1.1,1.1]"		0	你说，夕阳之后是下一次的日出？		[1]	[404934]			
404934	"[149,-1]"	"[1,1]"	"[1.1,1.1]"		0	和你一样的人偶娃娃？		[1]	[404935]			
404935	"[149,-1]"	"[1,1]"	"[1.1,1.1]"		0	它会一直在我身边，所以我不是一个人么		[1]	[404936]			
404936	"[149,-1]"	"[1,1]"	"[1.1,1.1]"		0	那你会和它一样一直守在我的身边么？		[2]	[0]			
404941	"[149,-1]"	"[1,1]"	"[1.1,1.1]"		0	喂！(#`O′)，你一直拉着我要带我去哪里？		[1]	[404942]			
404942	"[149,-1]"	"[1,1]"	"[1.1,1.1]"		0	（突然停下，撞在背上）唔，好疼。		[1]	[404943]			
404943	"[149,-1]"	"[1,1]"	"[1.1,1.1]"		0	（过了一会儿然后环顾四周） 		[1]	[404944]			
404944	"[149,-1]"	"[1,1]"	"[1.1,1.1]"		0	哇，（在树下转圈圈），好多萤火虫，真漂亮		[1]	[404945]			
404945	"[149,-1]"	"[1,1]"	"[1.1,1.1]"		0	（突然停下，盯着树上的某处）树枝上好像挂着什么东西		[1]	[404946]			
404946	"[149,-1]"	"[1,1]"	"[1.1,1.1]"		0	是一只……戒指？ 		[1]	[404947]			
404947	"[149,-1]"	"[1,1]"	"[1.1,1.1]"		0	以后把所有喜怒哀乐都说给你听？		[1]	[404948]			
404948	"[149,-1]"	"[1,1]"	"[1.1,1.1]"		0	好，以后的日子，我们彼此陪伴，手牵手一起走。		[2]	[0]			
405011	"[150,-1]"	"[1,1]"	"[1.1,1.1]"		0	（咚咚咚）		[1]	[405012]			
405012	"[150,-1]"	"[1,1]"	"[1.1,1.1]"		0	谁？你来我家做什么？		[1]	[405013]			
405013	"[150,-1]"	"[1,1]"	"[1.1,1.1]"		0	送我和蜂蜜一样好吃的东西？怎么可能！		[1]	[405014]			
405014	"[150,-1]"	"[1,1]"	"[1.1,1.1]"		0	我不要……唔		[1]	[405015]			
405015	"[150,-1]"	"[1,1]"	"[1.1,1.1]"		0	咦？酸酸甜甜的味道。还不错……		[1]	[405016]			
405016	"[150,-1]"	"[1,1]"	"[1.1,1.1]"		0	这是什么？蓝莓果酱？还有很多别的口味么？		[1]	[405017]			
405017	"[150,-1]"	"[1,1]"	"[1.1,1.1]"		0	我平时只吃蜂蜜的，谢谢你送我这些果酱，我很喜欢。		[2]	[0]			
405021	"[150,-1]"	"[1,1]"	"[1.1,1.1]"		0	你带我来山上干嘛？哎？地上那个三角形的是什么？		[1]	[405022]			
405022	"[150,-1]"	"[1,1]"	"[1.1,1.1]"		0	滑翔翼？你说这个叫滑翔翼？不用翅膀也可以飞？		[1]	[405023]			
405023	"[150,-1]"	"[1,1]"	"[1.1,1.1]"		0	要我收起翅膀么？可是我从来没有不用翅膀飞过……		[1]	[405024]			
405024	"[150,-1]"	"[1,1]"	"[1.1,1.1]"		0	相信你？好，我相信你。		[1]	[405025]			
405025	"[150,-1]"	"[1,1]"	"[1.1,1.1]"		0	哇~真的飞起来了，不用翅膀也可以飞啊……		[1]	[405026]			
405026	"[150,-1]"	"[1,1]"	"[1.1,1.1]"		0	跟你一起飞的感觉真好.		[2]	[0]			
405031	"[150,-1]"	"[1,1]"	"[1.1,1.1]"		0	喂，上次说好了去赛车的，你不会怕了吧？		[1]	[405032]			
405032	"[150,-1]"	"[1,1]"	"[1.1,1.1]"		0	要打赌？那么赌注是什么？结束了再告诉我？		[1]	[405033]			
405033	"[150,-1]"	"[1,1]"	"[1.1,1.1]"		0	哼哼，不过我是不会输给你的，不管是什么我从来没有输过！		[1]	[405034]			
405034	"[150,-1]"	"[1,1]"	"[1.1,1.1]"		0	3……2……1！！！		[1]	[405035]			
405035	"[150,-1]"	"[1,1]"	"[1.1,1.1]"		0	呀呀呀！差一点呢。好了，你赢了。说吧，你要什么？		[1]	[405036]			
405036	"[150,-1]"	"[1,1]"	"[1.1,1.1]"		0	你要我多笑给你看？我笑起来很好看？		[1]	[405037]			
405037	"[150,-1]"	"[1,1]"	"[1.1,1.1]"		0	?(? ???ω??? ?)?，好，愿赌服输，以后我会多笑……		[2]	[0]			
405041	"[150,-1]"	"[1,1]"	"[1.1,1.1]"		0	喂~~~~~~你叫我来公园干什么？看你放风筝么？		[1]	[405042]			
405042	"[150,-1]"	"[1,1]"	"[1.1,1.1]"		0	你放的好高啊。额？给我？让我试试么？		[1]	[405043]			
405043	"[150,-1]"	"[1,1]"	"[1.1,1.1]"		0	（被从身后环抱，抓住双手）		[1]	[405044]			
405044	"[150,-1]"	"[1,1]"	"[1.1,1.1]"		0	?(? ???ω??? ?)?，这样收线么？哎？风筝上好像系着什么东西？一个铁环？		[1]	[405045]			
405045	"[150,-1]"	"[1,1]"	"[1.1,1.1]"		0	（快速收线）是个戒指！！		[1]	[405046]			
405046	"[150,-1]"	"[1,1]"	"[1.1,1.1]"		0	你说你希望像这只风筝，线永远在我手里？我一拉你就会立刻回到我身边？		[1]	[405047]			
405047	"[150,-1]"	"[1,1]"	"[1.1,1.1]"		0	好，我也会握紧你的线，永不放开。不管你飞多高，我都在原地等你。		[2]	[0]			
405111	"[151,-1]"	"[1,1]"	"[1.1,1.1]"		0	嗯？你怎么会来这里？		[1]	[405112]			
405112	"[151,-1]"	"[1,1]"	"[1.1,1.1]"		0	我？我在品酒啊。你不知道啊，有的红酒的味道可比鲜血好得多呢		[1]	[405113]			
405113	"[151,-1]"	"[1,1]"	"[1.1,1.1]"		0	你要一起喝一杯么？		[1]	[405114]			
405114	"[151,-1]"	"[1,1]"	"[1.1,1.1]"		0	真是酒不醉人，人自醉呢？呵呵（轻轻的勾起嘴角）		[1]	[405115]			
405115	"[151,-1]"	"[1,1]"	"[1.1,1.1]"		0	看你拿了一个盒子，带了什么？		[1]	[405116]			
405116	"[151,-1]"	"[1,1]"	"[1.1,1.1]"		0	红酒？你自己酿的？		[1]	[405117]			
405117	"[151,-1]"	"[1,1]"	"[1.1,1.1]"		0	原来你也有这个爱好啊，那我不客气的收下了。谢谢你啦		[1]	[405118]			
405118	"[151,-1]"	"[1,1]"	"[1.1,1.1]"		0	下次送你我酿的红酒……		[2]	[0]			
405121	"[151,-1]"	"[1,1]"	"[1.1,1.1]"		0	（金碧辉煌的音乐厅）		[1]	[405122]			
405122	"[151,-1]"	"[1,1]"	"[1.1,1.1]"		0	谢谢你陪我来听音乐会……		[1]	[405123]			
405123	"[151,-1]"	"[1,1]"	"[1.1,1.1]"		0	（轻轻推了推旁边的人）喂，音乐会结束了		[1]	[405124]			
405124	"[151,-1]"	"[1,1]"	"[1.1,1.1]"		0	音乐会是不是很无趣啊？		[1]	[405125]			
405125	"[151,-1]"	"[1,1]"	"[1.1,1.1]"		0	我看你好像不是很喜欢的样子呢		[1]	[405126]			
405126	"[151,-1]"	"[1,1]"	"[1.1,1.1]"		0	你不喜欢交响乐，但是只是想陪着我？怕我一个人孤单？		[1]	[405127]			
405127	"[151,-1]"	"[1,1]"	"[1.1,1.1]"		0	谢谢你，陪我做我喜欢的事。		[2]	[0]			
405131	"[151,-1]"	"[1,1]"	"[1.1,1.1]"		0	嗯，月亮好美？		[1]	[405132]			
405132	"[151,-1]"	"[1,1]"	"[1.1,1.1]"		0	可是看惯了皎洁的月光，可真的是奢望明媚的阳光呢。		[1]	[405133]			
405133	"[151,-1]"	"[1,1]"	"[1.1,1.1]"		0	可是啊，就算我是女王，也一样不能改变不能长时间在阳光下生活的规律呢		[1]	[405134]			
405134	"[151,-1]"	"[1,1]"	"[1.1,1.1]"		0	嗯？你说什么？以后，你做我的阳光？		[1]	[405135]			
405135	"[151,-1]"	"[1,1]"	"[1.1,1.1]"		0	额……好，以后，你就是我的阳光。		[1]	[405136]			
405136	"[151,-1]"	"[1,1]"	"[1.1,1.1]"		0	谢谢你，my sunshine		[2]	[0]			
405141	"[151,-1]"	"[1,1]"	"[1.1,1.1]"		0	（昏暗的烛光，悠扬的音乐）		[1]	[405142]			
405142	"[151,-1]"	"[1,1]"	"[1.1,1.1]"		0	这些都是你做的？原来你还会做西餐啊。		[1]	[405143]			
405143	"[151,-1]"	"[1,1]"	"[1.1,1.1]"		0	嗯，好好吃。啊？要把红酒全部喝完么？		[1]	[405144]			
405144	"[151,-1]"	"[1,1]"	"[1.1,1.1]"		0	（良久之后）		[1]	[405145]			
405145	"[151,-1]"	"[1,1]"	"[1.1,1.1]"		0	呼呼，最后一点了。我都有点醉了		[1]	[405146]			
405146	"[151,-1]"	"[1,1]"	"[1.1,1.1]"		0	哎？好像有什么东西啊。亮晶晶的。		[1]	[405147]			
405147	"[151,-1]"	"[1,1]"	"[1.1,1.1]"		0	戒指？你让我用吸血来跟你签订契约，而你用戒指与我签订契约么？		[1]	[405148]			
405148	"[151,-1]"	"[1,1]"	"[1.1,1.1]"		0	好的，我愿意。		[2]	[0]			
405211	"[152,-1]"	"[1,1]"	"[1.1,1.1]"		0	快来尝尝我新研制的饮料~∑(⊙▽⊙”		[1]	[405212]			
405212	"[152,-1]"	"[1,1]"	"[1.1,1.1]"		0	什么？你不相信我？尝一下，绝对好喝~		[1]	[405213]			
405213	"[152,-1]"	"[1,1]"	"[1.1,1.1]"		0	怎么样？好不好喝？		[1]	[405214]			
405214	"[152,-1]"	"[1,1]"	"[1.1,1.1]"		0	噗，哈哈哈哈，我在里面加了什么？		[1]	[405215]			
405215	"[152,-1]"	"[1,1]"	"[1.1,1.1]"		0	你猜啊~哈哈哈		[1]	[405216]			
405216	"[152,-1]"	"[1,1]"	"[1.1,1.1]"		0	是芥末啊!是不是让你终生难忘？哈哈哈哈		[2]	[0]			
405221	"[152,-1]"	"[1,1]"	"[1.1,1.1]"		0	今天天气真好啊~我们去骑车吧~		[1]	[405222]			
405222	"[152,-1]"	"[1,1]"	"[1.1,1.1]"		0	嗯？你说为什么是双人自行车？		[1]	[405223]			
405223	"[152,-1]"	"[1,1]"	"[1.1,1.1]"		0	这个嘛~一会儿你就知道啦~		[1]	[405224]			
405224	"[152,-1]"	"[1,1]"	"[1.1,1.1]"		0	快骑快骑~再快一点~~哇~~~~~		[1]	[405225]			
405225	"[152,-1]"	"[1,1]"	"[1.1,1.1]"		0	我累了嘛，刚才我也有骑啊~		[1]	[405226]			
405226	"[152,-1]"	"[1,1]"	"[1.1,1.1]"		0	现在你骑，我休息啊~~		[1]	[405227]			
405227	"[152,-1]"	"[1,1]"	"[1.1,1.1]"		0	哈哈哈~骑快一点~好慢~不许偷懒啊！！		[2]	[0]			
405231	"[152,-1]"	"[1,1]"	"[1.1,1.1]"		0	我们今天要去海边么？？		[1]	[405232]			
405232	"[152,-1]"	"[1,1]"	"[1.1,1.1]"		0	潜水？？你怎么知道我喜欢潜水？		[1]	[405233]			
