number	number	number	number	number	number	number	number	number	number	number
5284	84	53	756	756	504	588	2520	0	0	0
5285	85	53	765	765	510	595	2550	0	0	0
5286	86	53	774	774	516	602	2580	0	0	0
5287	87	53	783	783	522	609	2610	0	0	0
5288	88	53	792	792	528	616	2640	0	0	0
5289	89	53	801	801	534	623	2670	0	0	0
5290	90	53	810	810	540	630	2700	0	0	0
5291	91	53	819	819	546	637	2730	0	0	0
5292	92	53	828	828	552	644	2760	0	0	0
5293	93	53	837	837	558	651	2790	0	0	0
5294	94	53	846	846	564	658	2820	0	0	0
5295	95	53	855	855	570	665	2850	0	0	0
5296	96	53	864	864	576	672	2880	0	0	0
5297	97	53	873	873	582	679	2910	0	0	0
5298	98	53	882	882	588	686	2940	0	0	0
5299	99	53	891	891	594	693	2970	0	0	0
5300	100	53	900	900	600	700	3000	0	0	0
5301	1	54	8	9	6	7	45	0	0	0
5302	2	54	16	18	12	14	90	0	0	0
5303	3	54	24	27	18	21	135	0	0	0
5304	4	54	32	36	24	28	180	0	0	0
5305	5	54	40	45	30	35	225	0	0	0
5306	6	54	48	54	36	42	270	0	0	0
5307	7	54	56	63	42	49	315	0	0	0
5308	8	54	64	72	48	56	360	0	0	0
5309	9	54	72	81	54	63	405	0	0	0
5310	10	54	80	90	60	70	450	0	0	0
5311	11	54	88	99	66	77	495	0	0	0
5312	12	54	96	108	72	84	540	0	0	0
5313	13	54	104	117	78	91	585	0	0	0
5314	14	54	112	126	84	98	630	0	0	0
5315	15	54	120	135	90	105	675	0	0	0
5316	16	54	128	144	96	112	720	0	0	0
5317	17	54	136	153	102	119	765	0	0	0
5318	18	54	144	162	108	126	810	0	0	0
5319	19	54	152	171	114	133	855	0	0	0
5320	20	54	160	180	120	140	900	0	0	0
5321	21	54	168	189	126	147	945	0	0	0
5322	22	54	176	198	132	154	990	0	0	0
5323	23	54	184	207	138	161	1035	0	0	0
5324	24	54	192	216	144	168	1080	0	0	0
5325	25	54	200	225	150	175	1125	0	0	0
5326	26	54	208	234	156	182	1170	0	0	0
5327	27	54	216	243	162	189	1215	0	0	0
5328	28	54	224	252	168	196	1260	0	0	0
5329	29	54	232	261	174	203	1305	0	0	0
5330	30	54	240	270	180	210	1350	0	0	0
5331	31	54	248	279	186	217	1395	0	0	0
5332	32	54	256	288	192	224	1440	0	0	0
5333	33	54	264	297	198	231	1485	0	0	0
5334	34	54	272	306	204	238	1530	0	0	0
5335	35	54	280	315	210	245	1575	0	0	0
5336	36	54	288	324	216	252	1620	0	0	0
5337	37	54	296	333	222	259	1665	0	0	0
5338	38	54	304	342	228	266	1710	0	0	0
5339	39	54	312	351	234	273	1755	0	0	0
5340	40	54	320	360	240	280	1800	0	0	0
5341	41	54	328	369	246	287	1845	0	0	0
5342	42	54	336	378	252	294	1890	0	0	0
5343	43	54	344	387	258	301	1935	0	0	0
5344	44	54	352	396	264	308	1980	0	0	0
5345	45	54	360	405	270	315	2025	0	0	0
5346	46	54	368	414	276	322	2070	0	0	0
5347	47	54	376	423	282	329	2115	0	0	0
5348	48	54	384	432	288	336	2160	0	0	0
5349	49	54	392	441	294	343	2205	0	0	0
5350	50	54	400	450	300	350	2250	0	0	0
5351	51	54	408	459	306	357	2295	0	0	0
5352	52	54	416	468	312	364	2340	0	0	0
5353	53	54	424	477	318	371	2385	0	0	0
5354	54	54	432	486	324	378	2430	0	0	0
5355	55	54	440	495	330	385	2475	0	0	0
5356	56	54	448	504	336	392	2520	0	0	0
5357	57	54	456	513	342	399	2565	0	0	0
5358	58	54	464	522	348	406	2610	0	0	0
5359	59	54	472	531	354	413	2655	0	0	0
5360	60	54	480	540	360	420	2700	0	0	0
5361	61	54	488	549	366	427	2745	0	0	0
5362	62	54	496	558	372	434	2790	0	0	0
5363	63	54	504	567	378	441	2835	0	0	0
5364	64	54	512	576	384	448	2880	0	0	0
5365	65	54	520	585	390	455	2925	0	0	0
5366	66	54	528	594	396	462	2970	0	0	0
5367	67	54	536	603	402	469	3015	0	0	0
5368	68	54	544	612	408	476	3060	0	0	0
5369	69	54	552	621	414	483	3105	0	0	0
5370	70	54	560	630	420	490	3150	0	0	0
5371	71	54	568	639	426	497	3195	0	0	0
5372	72	54	576	648	432	504	3240	0	0	0
5373	73	54	584	657	438	511	3285	0	0	0
5374	74	54	592	666	444	518	3330	0	0	0
5375	75	54	600	675	450	525	3375	0	0	0
5376	76	54	608	684	456	532	3420	0	0	0
5377	77	54	616	693	462	539	3465	0	0	0
5378	78	54	624	702	468	546	3510	0	0	0
5379	79	54	632	711	474	553	3555	0	0	0
5380	80	54	640	720	480	560	3600	0	0	0
5381	81	54	648	729	486	567	3645	0	0	0
5382	82	54	656	738	492	574	3690	0	0	0
5383	83	54	664	747	498	581	3735	0	0	0
5384	84	54	672	756	504	588	3780	0	0	0
5385	85	54	680	765	510	595	3825	0	0	0
5386	86	54	688	774	516	602	3870	0	0	0
5387	87	54	696	783	522	609	3915	0	0	0
5388	88	54	704	792	528	616	3960	0	0	0
5389	89	54	712	801	534	623	4005	0	0	0
5390	90	54	720	810	540	630	4050	0	0	0
5391	91	54	728	819	546	637	4095	0	0	0
5392	92	54	736	828	552	644	4140	0	0	0
5393	93	54	744	837	558	651	4185	0	0	0
5394	94	54	752	846	564	658	4230	0	0	0
5395	95	54	760	855	570	665	4275	0	0	0
5396	96	54	768	864	576	672	4320	0	0	0
5397	97	54	776	873	582	679	4365	0	0	0
5398	98	54	784	882	588	686	4410	0	0	0
5399	99	54	792	891	594	693	4455	0	0	0
5400	100	54	800	900	600	700	4500	0	0	0
5401	1	55	7	8	7	8	48	0	0	0
5402	2	55	14	16	14	16	96	0	0	0
5403	3	55	21	24	21	24	144	0	0	0
5404	4	55	28	32	28	32	192	0	0	0
5405	5	55	35	40	35	40	240	0	0	0
5406	6	55	42	48	42	48	288	0	0	0
5407	7	55	49	56	49	56	336	0	0	0
5408	8	55	56	64	56	64	384	0	0	0
5409	9	55	63	72	63	72	432	0	0	0
5410	10	55	70	80	70	80	480	0	0	0
5411	11	55	77	88	77	88	528	0	0	0
5412	12	55	84	96	84	96	576	0	0	0
5413	13	55	91	104	91	104	624	0	0	0
5414	14	55	98	112	98	112	672	0	0	0
5415	15	55	105	120	105	120	720	0	0	0
5416	16	55	112	128	112	128	768	0	0	0
5417	17	55	119	136	119	136	816	0	0	0
5418	18	55	126	144	126	144	864	0	0	0
5419	19	55	133	152	133	152	912	0	0	0
5420	20	55	140	160	140	160	960	0	0	0
5421	21	55	147	168	147	168	1008	0	0	0
5422	22	55	154	176	154	176	1056	0	0	0
5423	23	55	161	184	161	184	1104	0	0	0
5424	24	55	168	192	168	192	1152	0	0	0
5425	25	55	175	200	175	200	1200	0	0	0
5426	26	55	182	208	182	208	1248	0	0	0
5427	27	55	189	216	189	216	1296	0	0	0
5428	28	55	196	224	196	224	1344	0	0	0
5429	29	55	203	232	203	232	1392	0	0	0
5430	30	55	210	240	210	240	1440	0	0	0
5431	31	55	217	248	217	248	1488	0	0	0
5432	32	55	224	256	224	256	1536	0	0	0
5433	33	55	231	264	231	264	1584	0	0	0
5434	34	55	238	272	238	272	1632	0	0	0
5435	35	55	245	280	245	280	1680	0	0	0
5436	36	55	252	288	252	288	1728	0	0	0
5437	37	55	259	296	259	296	1776	0	0	0
5438	38	55	266	304	266	304	1824	0	0	0
5439	39	55	273	312	273	312	1872	0	0	0
5440	40	55	280	320	280	320	1920	0	0	0
5441	41	55	287	328	287	328	1968	0	0	0
5442	42	55	294	336	294	336	2016	0	0	0
5443	43	55	301	344	301	344	2064	0	0	0
5444	44	55	308	352	308	352	2112	0	0	0
5445	45	55	315	360	315	360	2160	0	0	0
5446	46	55	322	368	322	368	2208	0	0	0
5447	47	55	329	376	329	376	2256	0	0	0
5448	48	55	336	384	336	384	2304	0	0	0
5449	49	55	343	392	343	392	2352	0	0	0
5450	50	55	350	400	350	400	2400	0	0	0
5451	51	55	357	408	357	408	2448	0	0	0
5452	52	55	364	416	364	416	2496	0	0	0
5453	53	55	371	424	371	424	2544	0	0	0
5454	54	55	378	432	378	432	2592	0	0	0
5455	55	55	385	440	385	440	2640	0	0	0
5456	56	55	392	448	392	448	2688	0	0	0
5457	57	55	399	456	399	456	2736	0	0	0
5458	58	55	406	464	406	464	2784	0	0	0
5459	59	55	413	472	413	472	2832	0	0	0
5460	60	55	420	480	420	480	2880	0	0	0
5461	61	55	427	488	427	488	2928	0	0	0
5462	62	55	434	496	434	496	2976	0	0	0
5463	63	55	441	504	441	504	3024	0	0	0
5464	64	55	448	512	448	512	3072	0	0	0
5465	65	55	455	520	455	520	3120	0	0	0
5466	66	55	462	528	462	528	3168	0	0	0
5467	67	55	469	536	469	536	3216	0	0	0
5468	68	55	476	544	476	544	3264	0	0	0
5469	69	55	483	552	483	552	3312	0	0	0
5470	70	55	490	560	490	560	3360	0	0	0
5471	71	55	497	568	497	568	3408	0	0	0
5472	72	55	504	576	504	576	3456	0	0	0
5473	73	55	511	584	511	584	3504	0	0	0
5474	74	55	518	592	518	592	3552	0	0	0
5475	75	55	525	600	525	600	3600	0	0	0
5476	76	55	532	608	532	608	3648	0	0	0
5477	77	55	539	616	539	616	3696	0	0	0
5478	78	55	546	624	546	624	3744	0	0	0
5479	79	55	553	632	553	632	3792	0	0	0
5480	80	55	560	640	560	640	3840	0	0	0
5481	81	55	567	648	567	648	3888	0	0	0
5482	82	55	574	656	574	656	3936	0	0	0
5483	83	55	581	664	581	664	3984	0	0	0
5484	84	55	588	672	588	672	4032	0	0	0
5485	85	55	595	680	595	680	4080	0	0	0
5486	86	55	602	688	602	688	4128	0	0	0
5487	87	55	609	696	609	696	4176	0	0	0
5488	88	55	616	704	616	704	4224	0	0	0
5489	89	55	623	712	623	712	4272	0	0	0
5490	90	55	630	720	630	720	4320	0	0	0
5491	91	55	637	728	637	728	4368	0	0	0
5492	92	55	644	736	644	736	4416	0	0	0
5493	93	55	651	744	651	744	4464	0	0	0
5494	94	55	658	752	658	752	4512	0	0	0
5495	95	55	665	760	665	760	4560	0	0	0
5496	96	55	672	768	672	768	4608	0	0	0
5497	97	55	679	776	679	776	4656	0	0	0
5498	98	55	686	784	686	784	4704	0	0	0
5499	99	55	693	792	693	792	4752	0	0	0
5500	100	55	700	800	700	800	4800	0	0	0
5501	1	56	10	9	6	7	46	0	0	0
5502	2	56	20	18	12	14	92	0	0	0
5503	3	56	30	27	18	21	138	0	0	0
5504	4	56	40	36	24	28	184	0	0	0
5505	5	56	50	45	30	35	230	0	0	0
5506	6	56	60	54	36	42	276	0	0	0
5507	7	56	70	63	42	49	322	0	0	0
5508	8	56	80	72	48	56	368	0	0	0
5509	9	56	90	81	54	63	414	0	0	0
5510	10	56	100	90	60	70	460	0	0	0
5511	11	56	110	99	66	77	506	0	0	0
5512	12	56	120	108	72	84	552	0	0	0
5513	13	56	130	117	78	91	598	0	0	0
5514	14	56	140	126	84	98	644	0	0	0
5515	15	56	150	135	90	105	690	0	0	0
5516	16	56	160	144	96	112	736	0	0	0
5517	17	56	170	153	102	119	782	0	0	0
5518	18	56	180	162	108	126	828	0	0	0
5519	19	56	190	171	114	133	874	0	0	0
5520	20	56	200	180	120	140	920	0	0	0
5521	21	56	210	189	126	147	966	0	0	0
5522	22	56	220	198	132	154	1012	0	0	0
5523	23	56	230	207	138	161	1058	0	0	0
5524	24	56	240	216	144	168	1104	0	0	0
5525	25	56	250	225	150	175	1150	0	0	0
5526	26	56	260	234	156	182	1196	0	0	0
5527	27	56	270	243	162	189	1242	0	0	0
5528	28	56	280	252	168	196	1288	0	0	0
5529	29	56	290	261	174	203	1334	0	0	0
5530	30	56	300	270	180	210	1380	0	0	0
5531	31	56	310	279	186	217	1426	0	0	0
5532	32	56	320	288	192	224	1472	0	0	0
5533	33	56	330	297	198	231	1518	0	0	0
5534	34	56	340	306	204	238	1564	0	0	0
5535	35	56	350	315	210	245	1610	0	0	0
5536	36	56	360	324	216	252	1656	0	0	0
5537	37	56	370	333	222	259	1702	0	0	0
5538	38	56	380	342	228	266	1748	0	0	0
5539	39	56	390	351	234	273	1794	0	0	0
5540	40	56	400	360	240	280	1840	0	0	0
5541	41	56	410	369	246	287	1886	0	0	0
5542	42	56	420	378	252	294	1932	0	0	0
5543	43	56	430	387	258	301	1978	0	0	0
5544	44	56	440	396	264	308	2024	0	0	0
5545	45	56	450	405	270	315	2070	0	0	0
5546	46	56	460	414	276	322	2116	0	0	0
5547	47	56	470	423	282	329	2162	0	0	0
5548	48	56	480	432	288	336	2208	0	0	0
5549	49	56	490	441	294	343	2254	0	0	0
5550	50	56	500	450	300	350	2300	0	0	0
5551	51	56	510	459	306	357	2346	0	0	0
5552	52	56	520	468	312	364	2392	0	0	0
5553	53	56	530	477	318	371	2438	0	0	0
5554	54	56	540	486	324	378	2484	0	0	0
5555	55	56	550	495	330	385	2530	0	0	0
5556	56	56	560	504	336	392	2576	0	0	0
5557	57	56	570	513	342	399	2622	0	0	0
5558	58	56	580	522	348	406	2668	0	0	0
5559	59	56	590	531	354	413	2714	0	0	0
5560	60	56	600	540	360	420	2760	0	0	0
5561	61	56	610	549	366	427	2806	0	0	0
5562	62	56	620	558	372	434	2852	0	0	0
5563	63	56	630	567	378	441	2898	0	0	0
5564	64	56	640	576	384	448	2944	0	0	0
5565	65	56	650	585	390	455	2990	0	0	0
5566	66	56	660	594	396	462	3036	0	0	0
5567	67	56	670	603	402	469	3082	0	0	0
5568	68	56	680	612	408	476	3128	0	0	0
5569	69	56	690	621	414	483	3174	0	0	0
5570	70	56	700	630	420	490	3220	0	0	0
5571	71	56	710	639	426	497	3266	0	0	0
5572	72	56	720	648	432	504	3312	0	0	0
5573	73	56	730	657	438	511	3358	0	0	0
5574	74	56	740	666	444	518	3404	0	0	0
5575	75	56	750	675	450	525	3450	0	0	0
5576	76	56	760	684	456	532	3496	0	0	0
5577	77	56	770	693	462	539	3542	0	0	0
5578	78	56	780	702	468	546	3588	0	0	0
5579	79	56	790	711	474	553	3634	0	0	0
5580	80	56	800	720	480	560	3680	0	0	0
5581	81	56	810	729	486	567	3726	0	0	0
5582	82	56	820	738	492	574	3772	0	0	0
5583	83	56	830	747	498	581	3818	0	0	0
5584	84	56	840	756	504	588	3864	0	0	0
5585	85	56	850	765	510	595	3910	0	0	0
5586	86	56	860	774	516	602	3956	0	0	0
5587	87	56	870	783	522	609	4002	0	0	0
5588	88	56	880	792	528	616	4048	0	0	0
5589	89	56	890	801	534	623	4094	0	0	0
5590	90	56	900	810	540	630	4140	0	0	0
5591	91	56	910	819	546	637	4186	0	0	0
5592	92	56	920	828	552	644	4232	0	0	0
5593	93	56	930	837	558	651	4278	0	0	0
5594	94	56	940	846	564	658	4324	0	0	0
5595	95	56	950	855	570	665	4370	0	0	0
5596	96	56	960	864	576	672	4416	0	0	0
5597	97	56	970	873	582	679	4462	0	0	0
5598	98	56	980	882	588	686	4508	0	0	0
5599	99	56	990	891	594	693	4554	0	0	0
5600	100	56	1000	900	600	700	4600	0	0	0
5601	1	57	10	11	7	8	42	0	0	0
5602	2	57	20	22	14	16	84	0	0	0
5603	3	57	30	33	21	24	126	0	0	0
5604	4	57	40	44	28	32	168	0	0	0
5605	5	57	50	55	35	40	210	0	0	0
5606	6	57	60	66	42	48	252	0	0	0
5607	7	57	70	77	49	56	294	0	0	0
5608	8	57	80	88	56	64	336	0	0	0
5609	9	57	90	99	63	72	378	0	0	0
5610	10	57	100	110	70	80	420	0	0	0
5611	11	57	110	121	77	88	462	0	0	0
5612	12	57	120	132	84	96	504	0	0	0
5613	13	57	130	143	91	104	546	0	0	0
5614	14	57	140	154	98	112	588	0	0	0
5615	15	57	150	165	105	120	630	0	0	0
5616	16	57	160	176	112	128	672	0	0	0
5617	17	57	170	187	119	136	714	0	0	0
5618	18	57	180	198	126	144	756	0	0	0
5619	19	57	190	209	133	152	798	0	0	0
5620	20	57	200	220	140	160	840	0	0	0
5621	21	57	210	231	147	168	882	0	0	0
5622	22	57	220	242	154	176	924	0	0	0
5623	23	57	230	253	161	184	966	0	0	0
5624	24	57	240	264	168	192	1008	0	0	0
5625	25	57	250	275	175	200	1050	0	0	0
5626	26	57	260	286	182	208	1092	0	0	0
5627	27	57	270	297	189	216	1134	0	0	0
5628	28	57	280	308	196	224	1176	0	0	0
5629	29	57	290	319	203	232	1218	0	0	0
5630	30	57	300	330	210	240	1260	0	0	0
5631	31	57	310	341	217	248	1302	0	0	0
5632	32	57	320	352	224	256	1344	0	0	0
5633	33	57	330	363	231	264	1386	0	0	0
5634	34	57	340	374	238	272	1428	0	0	0
5635	35	57	350	385	245	280	1470	0	0	0
5636	36	57	360	396	252	288	1512	0	0	0
5637	37	57	370	407	259	296	1554	0	0	0
5638	38	57	380	418	266	304	1596	0	0	0
5639	39	57	390	429	273	312	1638	0	0	0
5640	40	57	400	440	280	320	1680	0	0	0
5641	41	57	410	451	287	328	1722	0	0	0
5642	42	57	420	462	294	336	1764	0	0	0
5643	43	57	430	473	301	344	1806	0	0	0
5644	44	57	440	484	308	352	1848	0	0	0
5645	45	57	450	495	315	360	1890	0	0	0
5646	46	57	460	506	322	368	1932	0	0	0
5647	47	57	470	517	329	376	1974	0	0	0
5648	48	57	480	528	336	384	2016	0	0	0
5649	49	57	490	539	343	392	2058	0	0	0
5650	50	57	500	550	350	400	2100	0	0	0
5651	51	57	510	561	357	408	2142	0	0	0
5652	52	57	520	572	364	416	2184	0	0	0
5653	53	57	530	583	371	424	2226	0	0	0
5654	54	57	540	594	378	432	2268	0	0	0
5655	55	57	550	605	385	440	2310	0	0	0
5656	56	57	560	616	392	448	2352	0	0	0
5657	57	57	570	627	399	456	2394	0	0	0
5658	58	57	580	638	406	464	2436	0	0	0
5659	59	57	590	649	413	472	2478	0	0	0
5660	60	57	600	660	420	480	2520	0	0	0
5661	61	57	610	671	427	488	2562	0	0	0
5662	62	57	620	682	434	496	2604	0	0	0
5663	63	57	630	693	441	504	2646	0	0	0
5664	64	57	640	704	448	512	2688	0	0	0
5665	65	57	650	715	455	520	2730	0	0	0
5666	66	57	660	726	462	528	2772	0	0	0
5667	67	57	670	737	469	536	2814	0	0	0
5668	68	57	680	748	476	544	2856	0	0	0
5669	69	57	690	759	483	552	2898	0	0	0
5670	70	57	700	770	490	560	2940	0	0	0
5671	71	57	710	781	497	568	2982	0	0	0
5672	72	57	720	792	504	576	3024	0	0	0
5673	73	57	730	803	511	584	3066	0	0	0
5674	74	57	740	814	518	592	3108	0	0	0
5675	75	57	750	825	525	600	3150	0	0	0
5676	76	57	760	836	532	608	3192	0	0	0
5677	77	57	770	847	539	616	3234	0	0	0
5678	78	57	780	858	546	624	3276	0	0	0
5679	79	57	790	869	553	632	3318	0	0	0
5680	80	57	800	880	560	640	3360	0	0	0
5681	81	57	810	891	567	648	3402	0	0	0
5682	82	57	820	902	574	656	3444	0	0	0
5683	83	57	830	913	581	664	3486	0	0	0
5684	84	57	840	924	588	672	3528	0	0	0
5685	85	57	850	935	595	680	3570	0	0	0
5686	86	57	860	946	602	688	3612	0	0	0
5687	87	57	870	957	609	696	3654	0	0	0
5688	88	57	880	968	616	704	3696	0	0	0
5689	89	57	890	979	623	712	3738	0	0	0
5690	90	57	900	990	630	720	3780	0	0	0
5691	91	57	910	1001	637	728	3822	0	0	0
5692	92	57	920	1012	644	736	3864	0	0	0
5693	93	57	930	1023	651	744	3906	0	0	0
5694	94	57	940	1034	658	752	3948	0	0	0
5695	95	57	950	1045	665	760	3990	0	0	0
5696	96	57	960	1056	672	768	4032	0	0	0
5697	97	57	970	1067	679	776	4074	0	0	0
5698	98	57	980	1078	686	784	4116	0	0	0
5699	99	57	990	1089	693	792	4158	0	0	0
5700	100	57	1000	1100	700	800	4200	0	0	0
5701	1	58	9	8	7	8	36	0	0	0
5702	2	58	18	16	14	16	72	0	0	0
5703	3	58	27	24	21	24	108	0	0	0
5704	4	58	36	32	28	32	144	0	0	0
5705	5	58	45	40	35	40	180	0	0	0
5706	6	58	54	48	42	48	216	0	0	0
5707	7	58	63	56	49	56	252	0	0	0
5708	8	58	72	64	56	64	288	0	0	0
5709	9	58	81	72	63	72	324	0	0	0
5710	10	58	90	80	70	80	360	0	0	0
5711	11	58	99	88	77	88	396	0	0	0
5712	12	58	108	96	84	96	432	0	0	0
5713	13	58	117	104	91	104	468	0	0	0
5714	14	58	126	112	98	112	504	0	0	0
5715	15	58	135	120	105	120	540	0	0	0
5716	16	58	144	128	112	128	576	0	0	0
5717	17	58	153	136	119	136	612	0	0	0
5718	18	58	162	144	126	144	648	0	0	0
5719	19	58	171	152	133	152	684	0	0	0
5720	20	58	180	160	140	160	720	0	0	0
5721	21	58	189	168	147	168	756	0	0	0
5722	22	58	198	176	154	176	792	0	0	0
5723	23	58	207	184	161	184	828	0	0	0
5724	24	58	216	192	168	192	864	0	0	0
5725	25	58	225	200	175	200	900	0	0	0
5726	26	58	234	208	182	208	936	0	0	0
5727	27	58	243	216	189	216	972	0	0	0
5728	28	58	252	224	196	224	1008	0	0	0
5729	29	58	261	232	203	232	1044	0	0	0
5730	30	58	270	240	210	240	1080	0	0	0
5731	31	58	279	248	217	248	1116	0	0	0
5732	32	58	288	256	224	256	1152	0	0	0
5733	33	58	297	264	231	264	1188	0	0	0
5734	34	58	306	272	238	272	1224	0	0	0
5735	35	58	315	280	245	280	1260	0	0	0
5736	36	58	324	288	252	288	1296	0	0	0
5737	37	58	333	296	259	296	1332	0	0	0
5738	38	58	342	304	266	304	1368	0	0	0
5739	39	58	351	312	273	312	1404	0	0	0
5740	40	58	360	320	280	320	1440	0	0	0
5741	41	58	369	328	287	328	1476	0	0	0
5742	42	58	378	336	294	336	1512	0	0	0
5743	43	58	387	344	301	344	1548	0	0	0
5744	44	58	396	352	308	352	1584	0	0	0
5745	45	58	405	360	315	360	1620	0	0	0
5746	46	58	414	368	322	368	1656	0	0	0
5747	47	58	423	376	329	376	1692	0	0	0
5748	48	58	432	384	336	384	1728	0	0	0
5749	49	58	441	392	343	392	1764	0	0	0
5750	50	58	450	400	350	400	1800	0	0	0
5751	51	58	459	408	357	408	1836	0	0	0
5752	52	58	468	416	364	416	1872	0	0	0
5753	53	58	477	424	371	424	1908	0	0	0
5754	54	58	486	432	378	432	1944	0	0	0
5755	55	58	495	440	385	440	1980	0	0	0
5756	56	58	504	448	392	448	2016	0	0	0
5757	57	58	513	456	399	456	2052	0	0	0
5758	58	58	522	464	406	464	2088	0	0	0
5759	59	58	531	472	413	472	2124	0	0	0
5760	60	58	540	480	420	480	2160	0	0	0
5761	61	58	549	488	427	488	2196	0	0	0
5762	62	58	558	496	434	496	2232	0	0	0
5763	63	58	567	504	441	504	2268	0	0	0
5764	64	58	576	512	448	512	2304	0	0	0
5765	65	58	585	520	455	520	2340	0	0	0
5766	66	58	594	528	462	528	2376	0	0	0
5767	67	58	603	536	469	536	2412	0	0	0
5768	68	58	612	544	476	544	2448	0	0	0
5769	69	58	621	552	483	552	2484	0	0	0
5770	70	58	630	560	490	560	2520	0	0	0
5771	71	58	639	568	497	568	2556	0	0	0
5772	72	58	648	576	504	576	2592	0	0	0
5773	73	58	657	584	511	584	2628	0	0	0
5774	74	58	666	592	518	592	2664	0	0	0
5775	75	58	675	600	525	600	2700	0	0	0
5776	76	58	684	608	532	608	2736	0	0	0
5777	77	58	693	616	539	616	2772	0	0	0
5778	78	58	702	624	546	624	2808	0	0	0
5779	79	58	711	632	553	632	2844	0	0	0
5780	80	58	720	640	560	640	2880	0	0	0
5781	81	58	729	648	567	648	2916	0	0	0
5782	82	58	738	656	574	656	2952	0	0	0
5783	83	58	747	664	581	664	2988	0	0	0
5784	84	58	756	672	588	672	3024	0	0	0
5785	85	58	765	680	595	680	3060	0	0	0
5786	86	58	774	688	602	688	3096	0	0	0
5787	87	58	783	696	609	696	3132	0	0	0
5788	88	58	792	704	616	704	3168	0	0	0
5789	89	58	801	712	623	712	3204	0	0	0
5790	90	58	810	720	630	720	3240	0	0	0
5791	91	58	819	728	637	728	3276	0	0	0
5792	92	58	828	736	644	736	3312	0	0	0
5793	93	58	837	744	651	744	3348	0	0	0
5794	94	58	846	752	658	752	3384	0	0	0
5795	95	58	855	760	665	760	3420	0	0	0
5796	96	58	864	768	672	768	3456	0	0	0
5797	97	58	873	776	679	776	3492	0	0	0
5798	98	58	882	784	686	784	3528	0	0	0
5799	99	58	891	792	693	792	3564	0	0	0
5800	100	58	900	800	700	800	3600	0	0	0
5801	1	59	8	7	6	7	46	0	0	0
5802	2	59	16	14	12	14	92	0	0	0
5803	3	59	24	21	18	21	138	0	0	0
5804	4	59	32	28	24	28	184	0	0	0
5805	5	59	40	35	30	35	230	0	0	0
5806	6	59	48	42	36	42	276	0	0	0
5807	7	59	56	49	42	49	322	0	0	0
5808	8	59	64	56	48	56	368	0	0	0
5809	9	59	72	63	54	63	414	0	0	0
5810	10	59	80	70	60	70	460	0	0	0
5811	11	59	88	77	66	77	506	0	0	0
5812	12	59	96	84	72	84	552	0	0	0
5813	13	59	104	91	78	91	598	0	0	0
5814	14	59	112	98	84	98	644	0	0	0
5815	15	59	120	105	90	105	690	0	0	0
5816	16	59	128	112	96	112	736	0	0	0
5817	17	59	136	119	102	119	782	0	0	0
5818	18	59	144	126	108	126	828	0	0	0
5819	19	59	152	133	114	133	874	0	0	0
5820	20	59	160	140	120	140	920	0	0	0
5821	21	59	168	147	126	147	966	0	0	0
5822	22	59	176	154	132	154	1012	0	0	0
5823	23	59	184	161	138	161	1058	0	0	0
5824	24	59	192	168	144	168	1104	0	0	0
5825	25	59	200	175	150	175	1150	0	0	0
5826	26	59	208	182	156	182	1196	0	0	0
5827	27	59	216	189	162	189	1242	0	0	0
5828	28	59	224	196	168	196	1288	0	0	0
5829	29	59	232	203	174	203	1334	0	0	0
5830	30	59	240	210	180	210	1380	0	0	0
5831	31	59	248	217	186	217	1426	0	0	0
5832	32	59	256	224	192	224	1472	0	0	0
5833	33	59	264	231	198	231	1518	0	0	0
5834	34	59	272	238	204	238	1564	0	0	0
5835	35	59	280	245	210	245	1610	0	0	0
5836	36	59	288	252	216	252	1656	0	0	0
5837	37	59	296	259	222	259	1702	0	0	0
5838	38	59	304	266	228	266	1748	0	0	0
5839	39	59	312	273	234	273	1794	0	0	0
5840	40	59	320	280	240	280	1840	0	0	0
5841	41	59	328	287	246	287	1886	0	0	0
5842	42	59	336	294	252	294	1932	0	0	0
5843	43	59	344	301	258	301	1978	0	0	0
5844	44	59	352	308	264	308	2024	0	0	0
5845	45	59	360	315	270	315	2070	0	0	0
5846	46	59	368	322	276	322	2116	0	0	0
5847	47	59	376	329	282	329	2162	0	0	0
5848	48	59	384	336	288	336	2208	0	0	0
5849	49	59	392	343	294	343	2254	0	0	0
5850	50	59	400	350	300	350	2300	0	0	0
5851	51	59	408	357	306	357	2346	0	0	0
5852	52	59	416	364	312	364	2392	0	0	0
5853	53	59	424	371	318	371	2438	0	0	0
5854	54	59	432	378	324	378	2484	0	0	0
5855	55	59	440	385	330	385	2530	0	0	0
5856	56	59	448	392	336	392	2576	0	0	0
5857	57	59	456	399	342	399	2622	0	0	0
5858	58	59	464	406	348	406	2668	0	0	0
5859	59	59	472	413	354	413	2714	0	0	0
5860	60	59	480	420	360	420	2760	0	0	0
5861	61	59	488	427	366	427	2806	0	0	0
5862	62	59	496	434	372	434	2852	0	0	0
5863	63	59	504	441	378	441	2898	0	0	0
5864	64	59	512	448	384	448	2944	0	0	0
5865	65	59	520	455	390	455	2990	0	0	0
5866	66	59	528	462	396	462	3036	0	0	0
5867	67	59	536	469	402	469	3082	0	0	0
5868	68	59	544	476	408	476	3128	0	0	0
5869	69	59	552	483	414	483	3174	0	0	0
5870	70	59	560	490	420	490	3220	0	0	0
