number	string	string	string	string	number	string	number	number	number	number	number	number	number	number	array2	array2	array2	number	number	array	number	array2	array	array2	array	number	string	array	array2	array	array
5023	神撃のスナイパー	H010_icon_01	日頃の鍛錬がものを言うのよ	resource/scene/shatan/st_3_3.sce	2559		1003	120	500	30	5022	0	2	5	"[[11001,1777,1],[12004,3333,1],[30010,4333,1],[10052,2000,1]]"	"[[30010,15]]"	[]	0	35	"[4012,4011,4013]"	0	"[[4011,-648,2],[4011,-654,4],[4011,-654,1],[4012,-576,2],[4011,207,2],[4011,217,4],[4012,317,2],[4012,327,4],[4012,1076,2],[4012,1086,4],[4012,1100,1],[4013,1157,2],[4011,1002,2],[4011,1013,4]]"	[]	[]	[]	23476	诡秘森林	"[495,90]"	"[[714,332],[741,308]]"	"[102301,102302,102303]"	[]
5024	思いがけない収穫	H013_icon_01	男性サンプルは貴重な存在よ	resource/scene/shatan/st_3_3.sce	2559		1003	120	500	30	5023	0	2	5	"[[11001,1777,1],[11002,1888,1],[30013,4333,1]]"	"[[30013,15]]"	[]	0	37	"[4014,4015]"	0	"[[4015,-652,2],[4015,-650,4],[4015,-652,1],[4014,-551,2],[4014,-551,4],[4015,147,2],[4015,154,4],[4014,286,2],[4014,1131,2],[4014,1124,4],[4014,1141,1],[4015,968,2],[4015,961,4],[4015,990,1]]"	[]	[]	[]	24249	兵娘实验室	"[650,80]"	"[[782,252],[299,220]]"	"[102401,102402,102403]"	[]
5025	先住者	H004_icon_01	ここには誰かがいる……	resource/scene/shatan/st_3_3.sce	2559		1003	120	500	30	5024	0	2	5	"[[11001,1777,1],[12106,3333,1],[30004,4333,1]]"	[]	[]	0	38	"[4017,4016,4018]"	0	"[[4016,-635,2],[4017,-556,2],[4016,322,2],[4016,332,4],[4017,421,1],[4016,972,2],[4016,978,4],[4016,992,1],[4017,1086,2],[4017,1104,4],[4018,1145,1]]"	[]	[]	[]	25027	诡秘森林	"[730,310]"	[]	"[102501,102502,102503]"	[]
5026	こそ泥	H001_icon_01	敵がこんなにも執着するのはなぜ？	resource/scene/shatan/st_3_3.sce	2559		1003	120	500	30	5025	0	2	5	"[[11001,1777,1],[12005,3333,1],[30001,4333,1]]"	[]	[]	0	39	"[4021,4019]"	0	"[[4019,-645,2],[4019,-642,4],[4019,-647,1],[4019,-592,2],[4019,60,2],[4019,73,4],[4021,152,2],[4021,162,4],[4021,171,1],[4021,1083,2],[4021,1097,4],[4021,1102,1],[4021,1092,3],[4021,1119,2]]"	[]	[]	[]	25909	诡秘森林	"[550,275]"	"[[494,265],[529,281]]"	"[102601,102602,102603]"	[]
5027	失踪	H014_icon_01	嫌な予感は大抵当たる	resource/scene/shatan/st_3_3.sce	2559		1003	120	500	30	5026	0	2	5	"[[11001,1777,1],[11002,1888,1],[30014,4333,1]]"	[]	[]	0	40	"[4022,4012,4018,4023]"	0	"[[4022,-606,2],[4018,-542,2],[4018,-540,4],[4022,178,2],[4022,190,4],[4018,288,2],[4012,329,2],[4012,322,4],[4023,1013,2],[4023,1023,4],[4023,1035,1],[4012,1086,2],[4018,1098,4]]"	[]	[]	[]	26714	兵娘实验室	"[425,425]"	"[[600,317],[638,333]]"	"[102701,102702,102703]"	[]
5028	救助	H020_icon_01	羽は天使にも悪魔にも生えている	resource/scene/shatan/st_3_3.sce	2559		1003	120	500	30	5027	0	2	5	"[[11001,1777,1],[12004,3333,1],[30020,4333,1]]"	[]	[]	0	41	"[4023,4022,4025,4024]"	0	"[[4024,-671,2],[4023,-679,4],[4022,-681,1],[4025,-582,2],[4025,-590,4],[4022,138,2],[4023,147,4],[4024,161,1],[4025,257,2],[4025,270,4],[4025,1104,2],[4025,1121,4],[4022,997,1],[4023,1009,3],[4024,1020,5]]"	[]	[]	[]	27545	诡秘森林	"[300,295]"	"[[714,332],[741,308]]"	"[102801,102802,102803]"	[]
5029	甘言	H023_icon_01	これは計画された罠なのか？	resource/scene/shatan/st_3_3.sce	2559		1003	120	500	30	5028	0	2	5	"[[11001,1777,1],[11002,1888,1],[30023,4333,1],[10065,2000,1]]"	[]	[]	0	42	"[4032,4031,4030,4028]"	0	"[[4028,-506,2],[4028,-498,4],[4030,-522,1],[4030,212,2],[4030,217,4],[4031,289,2],[4031,301,4],[4032,387,2],[4028,978,2],[4028,1004,4],[4032,1097,2],[4031,1062,4],[4032,1124,2]]"	[]	[]	[]	28392	兵娘实验室	"[140,405]"	"[[782,252],[299,220]]"	"[102901,102902,102903]"	[]
5030	助けは嬉しいけれど	H005_icon_01	水桃に何て言って謝ろう？	resource/scene/shatan/st_3_3.sce	2559		1003	120	500	30	5029	0	2	5	"[[11001,1777,1],[12106,3333,1],[30005,4333,1]]"	[]	[]	0	43	"[4022,4034,4037,4035,4032,4033,4024,4036,4031,4025,4030]"	0	"[[4037,-719,2],[4037,-717,4],[4035,-636,2],[4034,-570,2],[4036,-43,2],[4022,-38,4],[4025,41,2],[4025,49,4],[4032,126,2],[4030,932,2],[4024,942,4],[4033,1004,2],[4031,1011,4],[4034,1107,1]]"	[]	[]	[]	29386	诡秘森林	"[128,230]"	[]	"[103001,103002,103003]"	[]
5031	視界ゼロ	H006_icon_01	暗闇の中でのバトル！	resource/scene/shatan/st_3_3.sce	2559		1004	120	500	40	5030	0	2	5	"[[11001,1777,1],[12104,3333,1],[30006,3333,1],[10071,2000,1]]"	"[[30006,15]]"	[]	0	44	"[4001,4002,4007,4003,4006]"	0	"[[4002,-683,2],[4002,-681,4],[4001,-585,2],[4001,-588,4],[4001,-587,1],[4003,138,2],[4003,140,4],[4003,138,1],[4006,233,2],[4006,234,4],[4002,980,2],[4003,992,4],[4003,965,1],[4007,1092,2],[4006,1083,4],[4006,1064,1]]"	[]	[]	[]	30399	兵娘实验室	"[305,83]"	"[[494,265],[529,281]]"	"[103101,103102,103103]"	[]
5032	分散作戦	H017_icon_01	自分たちに出来る事なら……	resource/scene/shatan/st_3_3.sce	2559		1004	120	500	40	5031	0	2	5	"[[11001,1777,1],[12113,3333,1],[30017,3333,1]]"	"[[30017,15]]"	[]	0	44	"[4007,4004,4003,4008]"	0	"[[4003,-607,2],[4003,-607,4],[4003,-607,1],[4004,-532,2],[4004,-535,4],[4008,132,2],[4008,140,4],[4007,209,2],[4007,221,4],[4007,224,1],[4003,934,2],[4003,939,4],[4003,930,1],[4007,1032,2],[4004,1045,4]]"	[]	[]	[]	31322	诡秘森林	"[130,73]"	"[[600,317],[638,333]]"	"[103201,103202,103203]"	[]
5033	幻術	H021_icon_01	所詮すべてはまやかし	resource/scene/shatan/st_3_3.sce	2559		1004	120	500	40	5032	0	2	5	"[[11001,1777,1],[11002,1888,1],[30021,3333,1]]"	"[[30021,15]]"	[]	0	45	"[4012,4011,4013]"	0	"[[4011,-648,2],[4011,-654,4],[4011,-654,1],[4012,-576,2],[4011,207,2],[4011,217,4],[4012,317,2],[4012,327,4],[4012,1076,2],[4012,1086,4],[4012,1100,1],[4013,1157,2],[4011,1002,2],[4011,1013,4]]"	[]	[]	[]	32240	兵娘实验室	"[98,220]"	"[[714,332],[741,308]]"	"[103301,103302,103303]"	[]
5034	野獣の襲撃	H024_icon_01	ゆっくり考え事もできやしない！	resource/scene/shatan/st_3_3.sce	2559		1004	120	500	40	5033	0	2	5	"[[11001,1777,1],[12108,3333,1],[30024,3333,1]]"	[]	[]	0	45	"[4014,4015]"	0	"[[4015,-652,2],[4015,-650,4],[4015,-652,1],[4014,-551,2],[4014,-551,4],[4015,147,2],[4015,154,4],[4014,286,2],[4014,1131,2],[4014,1124,4],[4014,1141,1],[4015,968,2],[4015,961,4],[4015,990,1]]"	[]	[]	[]	33193	诡秘森林	"[190,360]"	"[[782,252],[299,220]]"	"[103401,103402,103403]"	[]
5035	食料調達	H022_icon_01	こっちがエサになるのはゴメンだな	resource/scene/shatan/st_3_3.sce	2559		1004	120	500	40	5034	0	2	5	"[[11001,1777,1],[12112,3333,1],[30022,3333,1]]"	[]	[]	0	46	"[4017,4016,4018]"	0	"[[4016,-635,2],[4017,-556,2],[4016,322,2],[4016,332,4],[4017,421,1],[4016,972,2],[4016,978,4],[4016,992,1],[4017,1086,2],[4017,1104,4],[4018,1145,1]]"	[]	[]	[]	34271	兵娘实验室	"[330,480]"	[]	"[103501,103502,103503]"	[]
5036	船頭多くして船山に上る	H015_icon_01	というか、\n一人でも船頭はいたのか？	resource/scene/shatan/st_3_3.sce	2559		1004	120	500	40	5035	0	2	5	"[[11001,1777,1],[12104,3333,1],[30015,3333,1]]"	[]	[]	0	47	"[4021,4019]"	0	"[[4019,-645,2],[4019,-642,4],[4019,-647,1],[4019,-592,2],[4019,60,2],[4019,73,4],[4021,152,2],[4021,162,4],[4021,171,1],[4021,1083,2],[4021,1097,4],[4021,1102,1],[4021,1092,3],[4021,1119,2]]"	[]	[]	[]	35358	兵娘实验室	"[520,400]"	"[[494,265],[529,281]]"	"[103601,103602,103603]"	[]
5037	水桃との対決	H013_icon_01	あなたとは一度、\n本気で戦ってみたかったの	resource/scene/shatan/st_3_3.sce	2559		1004	120	500	40	5036	0	2	5	"[[11001,1777,1],[12113,3333,1],[30013,3333,1]]"	"[[30013,15]]"	[]	0	48	"[4022,4012,4018,4023]"	0	"[[4022,-606,2],[4018,-542,2],[4018,-540,4],[4022,178,2],[4022,190,4],[4018,288,2],[4012,329,2],[4012,322,4],[4023,1013,2],[4023,1023,4],[4023,1035,1],[4012,1086,2],[4018,1098,4]]"	[]	[]	[]	36449	诡秘森林	"[675,310]"	"[[600,317],[638,333]]"	"[103701,103702,103703]"	[]
5038	混戦	H009_icon_01	漁夫の利とはこの事ね	resource/scene/shatan/st_3_3.sce	2559		1004	120	500	40	5037	0	2	5	"[[11001,1777,1],[11002,1888,1],[30009,3333,1]]"	[]	[]	0	49	"[4023,4022,4025,4024]"	0	"[[4024,-671,2],[4023,-679,4],[4022,-681,1],[4025,-582,2],[4025,-590,4],[4022,138,2],[4023,147,4],[4024,161,1],[4025,257,2],[4025,270,4],[4025,1104,2],[4025,1121,4],[4022,997,1],[4023,1009,3],[4024,1020,5]]"	[]	[]	[]	37566	兵娘实验室	"[730,150]"	"[[714,332],[741,308]]"	"[103801,103802,103803]"	[]
5039	狩人が見たもの	H004_icon_01	この森には何かがいる	resource/scene/shatan/st_3_3.sce	2559		1004	120	500	40	5038	0	2	5	"[[11001,1777,1],[12108,3333,1],[30004,3333,1]]"	[]	[]	0	50	"[4032,4031,4030,4028]"	0	"[[4028,-506,2],[4028,-498,4],[4030,-522,1],[4030,212,2],[4030,217,4],[4031,289,2],[4031,301,4],[4032,387,2],[4028,978,2],[4028,1004,4],[4032,1097,2],[4031,1062,4],[4032,1124,2]]"	[]	[]	[]	38665	诡秘森林	"[595,80]"	"[[782,252],[299,220]]"	"[103901,103902,103903]"	[]
5040	サバイバル訓練の終了	H001_icon_01	懐かしいアビスへやっと帰れる	resource/scene/shatan/st_3_3.sce	2559		1004	120	500	40	5039	0	2	5	"[[11001,1777,1],[12112,3333,1],[30001,3333,1]]"	[]	[]	0	51	"[4022,4034,4037,4035,4032,4033,4024,4036,4031,4025,4030]"	0	"[[4037,-719,2],[4037,-717,4],[4035,-636,2],[4034,-570,2],[4036,-43,2],[4022,-38,4],[4025,41,2],[4025,49,4],[4032,126,2],[4030,932,2],[4024,942,4],[4033,1004,2],[4031,1011,4],[4034,1107,1]]"	[]	[]	[]	39739	兵娘实验室	"[460,180]"	[]	"[104001,104002,104003]"	[]
5041	再び雪山へ	H025_icon_01	雪山にはどんな秘密が隠されているのかしら？	resource/scene/shatan/st_3_3.sce	2559		1005	120	500	50	5040	0	2	5	"[[11001,1777,1],[12001,3333,1],[30025,3333,1]]"	"[[30025,15]]"	[]	0	52	"[4001,4002,4007,4003,4006]"	0	"[[4002,-683,2],[4002,-681,4],[4001,-585,2],[4001,-588,4],[4001,-587,1],[4003,138,2],[4003,140,4],[4003,138,1],[4006,233,2],[4006,234,4],[4002,980,2],[4003,992,4],[4003,965,1],[4007,1092,2],[4006,1083,4],[4006,1064,1]]"	[]	[]	[]	39739	诡秘森林	"[72,160]"	"[[494,265],[529,281]]"	"[104101,104102,104103]"	[]
5042	証拠隠滅	H024_icon_01	解明までもうあと一歩……	resource/scene/shatan/st_3_3.sce	2559		1005	120	500	50	5041	0	2	5	"[[11001,1777,1],[12002,3333,1],[30024,3333,1]]"	[]	[]	0	52	"[4007,4004,4003,4008]"	0	"[[4003,-607,2],[4003,-607,4],[4003,-607,1],[4004,-532,2],[4004,-535,4],[4008,132,2],[4008,140,4],[4007,209,2],[4007,221,4],[4007,224,1],[4003,934,2],[4003,939,4],[4003,930,1],[4007,1032,2],[4004,1045,4]]"	[]	[]	[]	39739	兵娘实验室	"[200,420]"	"[[600,317],[638,333]]"	"[104201,104202,104203]"	[]
5043	オルガ·フェリヤ	H023_icon_01	敵の目的は何なのか？	resource/scene/shatan/st_3_3.sce	2559		1005	120	500	50	5042	0	2	5	"[[11001,1777,1],[12003,3333,1],[30023,3333,1]]"	[]	[]	0	53	"[4012,4011,4013]"	0	"[[4011,-648,2],[4011,-654,4],[4011,-654,1],[4012,-576,2],[4011,207,2],[4011,217,4],[4012,317,2],[4012,327,4],[4012,1076,2],[4012,1086,4],[4012,1100,1],[4013,1157,2],[4011,1002,2],[4011,1013,4]]"	[]	[]	[]	39739	诡秘森林	"[455,415]"	"[[714,332],[741,308]]"	"[104301,104302,104303]"	[]
5044	合流	H022_icon_01	こんな事もあろうかと……	resource/scene/shatan/st_3_3.sce	2559		1005	120	500	50	5043	0	2	5	"[[11001,1777,1],[12004,3333,1],[30022,3333,1]]"	[]	[]	0	53	"[4014,4015]"	0	"[[4015,-652,2],[4015,-650,4],[4015,-652,1],[4014,-551,2],[4014,-551,4],[4015,147,2],[4015,154,4],[4014,286,2],[4014,1131,2],[4014,1124,4],[4014,1141,1],[4015,968,2],[4015,961,4],[4015,990,1]]"	[]	[]	[]	39739	兵娘实验室	"[738,345]"	"[[782,252],[299,220]]"	"[104401,104402,104403]"	[]
5045	入り口	H021_icon_01	ふわふわで、\nまるで綿あめみたいな雪だわ	resource/scene/shatan/st_3_3.sce	2559		1005	120	500	50	5044	0	2	5	"[[11001,1777,1],[12001,3333,1],[30021,3333,1]]"	"[[30021,15]]"	[]	0	54	"[4017,4016,4018]"	0	"[[4016,-635,2],[4017,-556,2],[4016,322,2],[4016,332,4],[4017,421,1],[4016,972,2],[4016,978,4],[4016,992,1],[4017,1086,2],[4017,1104,4],[4018,1145,1]]"	[]	[]	[]	39739	诡秘森林	"[748,165]"	[]	"[104501,104502,104503]"	[]
5046	警報	H020_icon_01	逃げ道がないのなら、\n前進あるのみ！	resource/scene/shatan/st_3_3.sce	2559		1005	120	500	50	5045	0	2	5	"[[11001,1777,1],[12002,3333,1],[30020,3333,1]]"	[]	[]	0	55	"[4021,4019]"	0	"[[4019,-645,2],[4019,-642,4],[4019,-647,1],[4019,-592,2],[4019,60,2],[4019,73,4],[4021,152,2],[4021,162,4],[4021,171,1],[4021,1083,2],[4021,1097,4],[4021,1102,1],[4021,1092,3],[4021,1119,2]]"	[]	[]	[]	39739	诡秘森林	"[558,60]"	"[[494,265],[529,281]]"	"[104601,104602,104603]"	[]
5047	立つ鳥跡を……	H017_icon_01	次からは予約を入れておいてね	resource/scene/shatan/st_3_3.sce	2559		1005	120	500	50	5046	0	2	5	"[[11001,1777,1],[12003,3333,1],[30017,3333,1]]"	"[[30017,15]]"	[]	0	56	"[4022,4012,4018,4023]"	0	"[[4022,-606,2],[4018,-542,2],[4018,-540,4],[4022,178,2],[4022,190,4],[4018,288,2],[4012,329,2],[4012,322,4],[4023,1013,2],[4023,1023,4],[4023,1035,1],[4012,1086,2],[4018,1098,4]]"	[]	[]	[]	39739	兵娘实验室	"[225,60]"	"[[600,317],[638,333]]"	"[104701,104702,104703]"	[]
5048	四面楚歌	H015_icon_01	だったら上に逃げるしかない	resource/scene/shatan/st_3_3.sce	2559		1005	120	500	50	5047	0	2	5	"[[11001,1777,1],[12004,3333,1],[30015,3333,1]]"	[]	[]	0	57	"[4023,4022,4025,4024]"	0	"[[4024,-671,2],[4023,-679,4],[4022,-681,1],[4025,-582,2],[4025,-590,4],[4022,138,2],[4023,147,4],[4024,161,1],[4025,257,2],[4025,270,4],[4025,1104,2],[4025,1121,4],[4022,997,1],[4023,1009,3],[4024,1020,5]]"	[]	[]	[]	39739	诡秘森林	"[225,210]"	"[[714,332],[741,308]]"	"[104801,104802,104803]"	[]
5049	幸運の香り	H014_icon_01	また助けられるなんてね	resource/scene/shatan/st_3_3.sce	2559		1005	120	500	50	5048	0	2	5	"[[11001,1777,1],[12003,3333,1],[30014,3333,1]]"	[]	[]	0	58	"[4032,4031,4030,4028]"	0	"[[4028,-506,2],[4028,-498,4],[4030,-522,1],[4030,212,2],[4030,217,4],[4031,289,2],[4031,301,4],[4032,387,2],[4028,978,2],[4028,1004,4],[4032,1097,2],[4031,1062,4],[4032,1124,2]]"	[]	[]	[]	39739	兵娘实验室	"[588,230]"	"[[782,252],[299,220]]"	"[104901,104902,104903]"	[]
5050	失効	H008_icon_01	雪の中に青い炎が燃え始めて……	resource/scene/shatan/st_3_3.sce	2559		1005	120	500	50	5049	0	2	5	"[[11001,1777,1],[12004,3333,1],[30008,3333,1]]"	"[[30008,10]]"	[]	0	59	"[4022,4034,4037,4035,4032,4033,4024,4036,4031,4025,4030]"	0	"[[4037,-719,2],[4037,-717,4],[4035,-636,2],[4034,-570,2],[4036,-43,2],[4022,-38,4],[4025,41,2],[4025,49,4],[4032,126,2],[4030,932,2],[4024,942,4],[4033,1004,2],[4031,1011,4],[4034,1107,1]]"	[]	[]	[]	39739	诡秘森林	"[400,180]"	[]	"[105001,105002,105003]"	[]
5051	怪魚	H013_icon_01	魚に恨みはないけれど	resource/scene/shatan/st_3_3.sce	2559		1006	120	500	60	5050	0	2	5	"[[11001,1777,1],[12102,3333,1],[30013,3333,1]]"	[]	[]	0	60	"[4001,4002,4007,4003,4006]"	0	"[[4002,-683,2],[4002,-681,4],[4001,-585,2],[4001,-588,4],[4001,-587,1],[4003,138,2],[4003,140,4],[4003,138,1],[4006,233,2],[4006,234,4],[4002,980,2],[4003,992,4],[4003,965,1],[4007,1092,2],[4006,1083,4],[4006,1064,1]]"	[]	[]	[]	39739	兵娘实验室	"[141,90]"	"[[494,265],[529,281]]"	"[105101,105102,105103]"	[]
5052	心の中の戦い	H011_icon_01	シュイタオ、\n早く目覚めて！	resource/scene/shatan/st_3_3.sce	2559		1006	120	500	60	5051	0	2	5	"[[11001,1777,1],[12005,3333,1],[30011,3333,1]]"	[]	[]	0	60	"[4007,4004,4003,4008]"	0	"[[4003,-607,2],[4003,-607,4],[4003,-607,1],[4004,-532,2],[4004,-535,4],[4008,132,2],[4008,140,4],[4007,209,2],[4007,221,4],[4007,224,1],[4003,934,2],[4003,939,4],[4003,930,1],[4007,1032,2],[4004,1045,4]]"	[]	[]	[]	39739	诡秘森林	"[400,121]"	"[[600,317],[638,333]]"	"[105201,105202,105203]"	[]
5053	相愛相殺	H010_icon_01	互いに愛し合い、\nそして互いに殺し合う	resource/scene/shatan/st_3_3.sce	2559		1006	120	500	60	5052	0	2	5	"[[11001,1777,1],[11002,1888,1],[30010,3333,1]]"	"[[30010,15]]"	[]	0	61	"[4012,4011,4013]"	0	"[[4011,-648,2],[4011,-654,4],[4011,-654,1],[4012,-576,2],[4011,207,2],[4011,217,4],[4012,317,2],[4012,327,4],[4012,1076,2],[4012,1086,4],[4012,1100,1],[4013,1157,2],[4011,1002,2],[4011,1013,4]]"	[]	[]	[]	39739	兵娘实验室	"[270,256]"	"[[714,332],[741,308]]"	"[105301,105302,105303]"	[]
5054	目覚めさせる方法	H009_icon_01	魂を揺さぶる事が肝心だ	resource/scene/shatan/st_3_3.sce	2559		1006	120	500	60	5053	0	2	5	"[[11001,1777,1],[12115,3333,1],[30009,3333,1]]"	[]	[]	0	61	"[4014,4015]"	0	"[[4015,-652,2],[4015,-650,4],[4015,-652,1],[4014,-551,2],[4014,-551,4],[4015,147,2],[4015,154,4],[4014,286,2],[4014,1131,2],[4014,1124,4],[4014,1141,1],[4015,968,2],[4015,961,4],[4015,990,1]]"	[]	[]	[]	39739	诡秘森林	"[91,266]"	"[[782,252],[299,220]]"	"[105401,105402,105403]"	[]
5055	計には計を	H007_icon_01	誰が誰の計にはまったの？	resource/scene/shatan/st_3_3.sce	2559		1006	120	500	60	5054	0	2	5	"[[11001,1777,1],[12102,3333,1],[30007,3333,1]]"	[]	[]	0	62	"[4017,4016,4018]"	0	"[[4016,-635,2],[4017,-556,2],[4016,322,2],[4016,332,4],[4017,421,1],[4016,972,2],[4016,978,4],[4016,992,1],[4017,1086,2],[4017,1104,4],[4018,1145,1]]"	[]	[]	[]	39739	兵娘实验室	"[181,413]"	[]	"[105501,105502,105503]"	[]
5056	煙が目に染みる	H006_icon_01	浄雪草で燻されてるみたいだ	resource/scene/shatan/st_3_3.sce	2559		1006	120	500	60	5055	0	2	5	"[[11001,1777,1],[12005,3333,1],[30006,3333,1]]"	"[[30006,15]]"	[]	0	63	"[4021,4019]"	0	"[[4019,-645,2],[4019,-642,4],[4019,-647,1],[4019,-592,2],[4019,60,2],[4019,73,4],[4021,152,2],[4021,162,4],[4021,171,1],[4021,1083,2],[4021,1097,4],[4021,1102,1],[4021,1092,3],[4021,1119,2]]"	[]	[]	[]	39739	兵娘实验室	"[350,436]"	"[[494,265],[529,281]]"	"[105601,105602,105603]"	[]
5057	奇襲	H003_icon_01	大きな声を出した方が勢いがつく	resource/scene/shatan/st_3_3.sce	2559		1006	120	500	60	5056	0	2	5	"[[11001,1777,1],[11002,1888,1],[30003,3333,1]]"	[]	[]	0	64	"[4022,4012,4018,4023]"	0	"[[4022,-606,2],[4018,-542,2],[4018,-540,4],[4022,178,2],[4022,190,4],[4018,288,2],[4012,329,2],[4012,322,4],[4023,1013,2],[4023,1023,4],[4023,1035,1],[4012,1086,2],[4018,1098,4]]"	[]	[]	[]	39739	诡秘森林	"[500,281]"	"[[600,317],[638,333]]"	"[105701,105702,105703]"	[]
5058	別の道	H008_icon_01	その方法は俺たちの得意技なのに！	resource/scene/shatan/st_3_3.sce	2559		1006	120	500	60	5057	0	2	5	"[[11001,1777,1],[12115,3333,1],[30008,3333,1]]"	[]	[]	0	65	"[4023,4022,4025,4024]"	0	"[[4024,-671,2],[4023,-679,4],[4022,-681,1],[4025,-582,2],[4025,-590,4],[4022,138,2],[4023,147,4],[4024,161,1],[4025,257,2],[4025,270,4],[4025,1104,2],[4025,1121,4],[4022,997,1],[4023,1009,3],[4024,1020,5]]"	[]	[]	[]	39739	兵娘实验室	"[680,391]"	"[[714,332],[741,308]]"	"[105801,105802,105803]"	[]
5059	撤退	H016_icon_01	データの無事が最優先だよ	resource/scene/shatan/st_3_3.sce	2559		1006	120	500	60	5058	0	2	5	"[[11001,1777,1],[11002,1888,1],[30016,3333,1]]"	[]	[]	0	66	"[4032,4031,4030,4028]"	0	"[[4028,-506,2],[4028,-498,4],[4030,-522,1],[4030,212,2],[4030,217,4],[4031,289,2],[4031,301,4],[4032,387,2],[4028,978,2],[4028,1004,4],[4032,1097,2],[4031,1062,4],[4032,1124,2]]"	[]	[]	[]	39739	诡秘森林	"[740,191]"	"[[782,252],[299,220]]"	"[105901,105902,105903]"	[]
5060	氷河	H025_icon_01	雪山から帰ってきたら次は氷河か……	resource/scene/shatan/st_3_3.sce	2559		1006	120	500	60	5059	0	2	5	"[[11001,1777,1],[12115,3333,1],[30025,3333,1]]"	"[[30025,15]]"	[]	0	70	"[4022,4034,4037,4035,4032,4033,4024,4036,4031,4025,4030]"	0	"[[4037,-719,2],[4037,-717,4],[4035,-636,2],[4034,-570,2],[4036,-43,2],[4022,-38,4],[4025,41,2],[4025,49,4],[4032,126,2],[4030,932,2],[4024,942,4],[4033,1004,2],[4031,1011,4],[4034,1107,1]]"	[]	[]	[]	39739	兵娘实验室	"[590,76]"	[]	"[106001,106002,106003]"	[]
5061	また会いましょう	H011_icon_01	できれば会わずに済ませたい	resource/scene/shatan/st_3_3.sce	2559		1007	120	500	50	5060	0	2	5	"[[11001,1777,1],[12102,3333,1],[30011,3333,1]]"	"[[30011,15]]"	[]	0	70	"[4001,4002,4007,4003,4006]"	0	"[[4002,-683,2],[4002,-681,4],[4001,-585,2],[4001,-588,4],[4001,-587,1],[4003,138,2],[4003,140,4],[4003,138,1],[4006,233,2],[4006,234,4],[4002,980,2],[4003,992,4],[4003,965,1],[4007,1092,2],[4006,1083,4],[4006,1064,1]]"	[]	[]	[]	39739	诡秘森林	"[108,110]"	"[[122,172],[150,195]]"	"[106101,106102,106103]"	[]
5062	覗き見する者	H014_icon_01	芸術は凡人には理解されないのですね	resource/scene/shatan/st_3_3.sce	2559		1007	120	500	50	5061	0	2	5	"[[11001,1777,1],[12005,3333,1],[30014,3333,1]]"	"[[30014,15]]"	[]	0	70	"[4007,4004,4003,4008]"	0	"[[4003,-607,2],[4003,-607,4],[4003,-607,1],[4004,-532,2],[4004,-535,4],[4008,132,2],[4008,140,4],[4007,209,2],[4007,221,4],[4007,224,1],[4003,934,2],[4003,939,4],[4003,930,1],[4007,1032,2],[4004,1045,4]]"	[]	[]	[]	39739	兵娘实验室	"[103,330]"	"[[184,265],[195,303]]"	"[106201,106202,106203]"	[]
5063	遠回り	H024_icon_01	わざわざ泥沼にはまる事は無い	resource/scene/shatan/st_3_3.sce	2559		1007	120	500	50	5062	0	2	5	"[[11001,1777,1],[11002,1888,1],[30024,3333,1]]"	"[[30024,15]]"	[]	0	70	"[4012,4011,4013]"	0	"[[4011,-648,2],[4011,-654,4],[4011,-654,1],[4012,-576,2],[4011,207,2],[4011,217,4],[4012,317,2],[4012,327,4],[4012,1076,2],[4012,1086,4],[4012,1100,1],[4013,1157,2],[4011,1002,2],[4011,1013,4]]"	[]	[]	[]	39739	诡秘森林	"[270,80]"	"[[220,374],[237,410]]"	"[106301,106302,106303]"	[]
5064	青天の霹靂	H025_icon_01	どうにも雲行きが怪しい	resource/scene/shatan/st_3_3.sce	2559		1007	120	500	50	5063	0	2	5	"[[11001,1777,1],[12115,3333,1],[30025,3333,1]]"	[]	[]	0	70	"[4014,4015]"	0	"[[4015,-652,2],[4015,-650,4],[4015,-652,1],[4014,-551,2],[4014,-551,4],[4015,147,2],[4015,154,4],[4014,286,2],[4014,1131,2],[4014,1124,4],[4014,1141,1],[4015,968,2],[4015,961,4],[4015,990,1]]"	[]	[]	[]	39739	兵娘实验室	"[440,90]"	"[[278,476],[310,499]]"	"[106401,106402,106403]"	[]
5065	再利用	H021_icon_01	あるものは利用する	resource/scene/shatan/st_3_3.sce	2559		1007	120	500	50	5064	0	2	5	"[[11001,1777,1],[12102,3333,1],[30021,3333,1]]"	[]	[]	0	70	"[4017,4016,4018]"	0	"[[4016,-635,2],[4017,-556,2],[4016,322,2],[4016,332,4],[4017,421,1],[4016,972,2],[4016,978,4],[4016,992,1],[4017,1086,2],[4017,1104,4],[4018,1145,1]]"	[]	[]	[]	39739	诡秘森林	"[318,270]"	"[[387,472],[415,445]]"	"[106501,106502,106503]"	[]
