number	string	string	number	number	number	array	number	number	number	number	number	number	number	number	string	string	number	number	number	number	number	number	number	number	number	number	number	number	number	number	number	number	number	number	number	number	string	number	number	number	number	array2	array2	number	number	number
774	内緒の種	S774	200	1	0	[]	0	0	0	0	1	0	1	999	S121_magic_attack		1	0	999	0	0	0	0	0	0	0	1	7	400	0	0	5	0	100	775	14200	バトル開始時、5秒間味方全体の防御を大アップさせる。	0	3	0	10	[]	"[[1,747]]"	0	1	0
775	内緒の種	S774	200	1	0	[]	0	0	0	0	1	0	1	999	S121_magic_attack		1	0	999	0	0	0	0	0	0	0	1	7	400	0	0	5	0	100	0	0	バトル開始時、7秒間味方全体の防御を大アップさせる。	0	4	0	10	[]	"[[1,748]]"	0	1	0
776	Mトランプ	S776	200	1	4	[6]	1	5	1	20	1	0	0	0	S121_magic_attack		1	1	999	1	7	400	0	1	1	0	0	0	0	0	0	0	0	100	777	14200	[コンボ20以上で発動] 敵にダメージを与え、状態を【転倒】にする。最大発動回数1。	0	3	0	10	[]	[]	0	1	0
777	Mトランプ	S776	200	1	4	[6]	1	5	2	20	1	0	0	0	S121_magic_attack		1	1	999	1	7	400	0	1	1	0	0	0	0	0	0	0	0	100	0	0	[コンボ20以上で発動] 敵にダメージを与え、状態を【転倒】にする。最大発動回数2。	0	4	0	10	[]	[]	0	1	0
778	再生の奇術	S778	200	1	5	[16]	0	0	0	0.2	1	0	0	0	S121_magic_attack		1	0	999	0	0	0	0	0	0	0	1	1	400	0	0	0	0	100	779	14200	HPが20%未満の時、15%の確率で自身のHPを大回復する。	0	3	0	10	[]	"[[0.15,749]]"	0	1	0
779	再生の奇術	S778	200	1	5	[16]	0	0	0	0.3	1	0	0	0	S121_magic_attack		1	0	999	0	0	0	0	0	0	0	1	1	400	0	0	0	0	100	0	0	HPが30%未満の時、15%の確率で自身のHPを大回復する。	0	4	0	10	[]	"[[0.15,750]]"	0	1	0
780	火焰爆弹	S780	200	1	1	[]	1	1	0	0	0	0	0	0	S121_magic_attack		4.8	1	999	1	7	400	0	0	5	0	0	0	0	0	0	0	0	100	781	14200	对敌方全体造成一定伤害附带【倒地】，并在10秒内降低其10%双攻，可叠加3次	0	3	0	10	"[[1,751]]"	[]	0	1	0
781	火焰爆弹	S780	200	1	1	[]	1	1	0	0	0	0	0	0	S121_magic_attack		4.8	1	999	1	7	400	0	0	5	0	0	0	0	0	0	0	0	100	0	0	对敌方全体造成一定伤害附带【倒地】，并在10秒内降低其15%双攻，可叠加3次	0	4	0	10	"[[1,752]]"	[]	0	1	0
782	轰天炮	S782	200	1	2	"[1,2,3,5]"	1	1	0	0	0	0	0	0	S121_magic_attack		4.8	1	999	1	7	400	0	1	1	0	1	1	400	0	0	0	0	100	783	14200	反击【任意】状态对敌方单体造成一定伤害附带【倒地】，并在8秒内提升自身10%暴击	0	3	0	10	[]	"[[1,753]]"	0	1	0
783	轰天炮	S782	200	1	2	"[1,2,3,5]"	1	1	0	0	0	0	0	0	S121_magic_attack		4.8	1	999	1	7	400	0	1	1	0	1	1	400	0	0	0	0	100	0	0	反击【任意】状态对敌方单体造成较大伤害附带【倒地】，并在8秒内提升自身15%暴击	0	4	0	10	[]	"[[1,754]]"	0	1	0
784	追踪手雷	S784	200	1	4	[3]	3	1	2	0	1	0	0	0	S121_magic_attack		1	1	999	1	7	400	0	1	1	0	1	1	400	0	0	0	0	100	785	14200	追打【击晕】敌方单体造成一定伤害附带【击晕】，并在5秒内提高自身3%防御，可叠加3次	0	3	0	10	[]	"[[1,755]]"	0	1	0
785	追踪手雷	S784	200	1	4	[3]	"3,4"	1	2	0	1	0	0	0	S121_magic_attack		1	1	999	1	7	400	0	1	1	0	1	1	400	0	0	0	0	100	0	0	追打【击晕】敌方单体造成一定伤害附带【击晕】【击退】，并在5秒内提高自身3%双防，可叠加3次	0	4	0	10	[]	"[[1,756]]"	0	1	0
786	环保飞弹	S786	200	1	0	[]	0	0	0	0	1	1	0	0	S121_magic_attack		1	0	999	0	0	0	0	0	0	0	1	0	0	0	0	0	0	100	787	14200	提升自身少量的吸血效果	0	3	0	10	[]	"[[1,757]]"	0	1	0
787	环保飞弹	S786	200	1	0	[]	0	0	0	0	1	1	0	0	S121_magic_attack		1	0	999	0	0	0	0	0	0	0	1	0	0	0	0	0	0	100	0	0	提升自身大量的吸血效果	0	4	0	10	[]	"[[1,758]]"	0	1	0
788	急救弹	S788	200	1	0	[]	0	0	0	0	1	0	5	5	S121_magic_attack		1	0	999	0	0	0	0	0	0	0	1	1	400	0	0	0	0	100	789	14200	每五回合回复自身一定血量并在12秒内提升5%火系抗性，可叠加3次	0	3	0	10	[]	"[[1,759],[1,761]]"	0	1	0
789	急救弹	S788	200	1	0	[]	0	0	0	0	1	0	5	5	S121_magic_attack		1	0	999	0	0	0	0	0	0	0	1	1	400	0	0	0	0	100	0	0	每五回合回复自身一定血量并在12秒内提升5%火/风/无系抗性，可叠加3次	0	4	0	10	[]	"[[1,760],[1,762],[1,763],[1,764]]"	0	1	0
790	魔力爆发	S790	200	1	1	[]	1	1	0	0	0	0	0	0	S121_magic_attack		4.8	1	999	1	7	400	0	3	3	0	0	0	0	0	0	0	0	100	791	14200	对血量最低的3个单位造成一定伤害，附带【倒地】	0	3	0	10	[]	[]	0	1	0
791	魔力爆发	S790	200	1	1	[]	1	1	0	0	0	0	0	0	S121_magic_attack		4.8	1	999	1	7	400	0	3	3	0	0	0	0	0	0	0	0	100	0	0	对血量最低的3个单位造成大量伤害，附带【倒地】，并降低其一定的物攻	0	4	0	10	"[[1,772]]"	[]	0	1	0
792	神来之手	S792	200	1	0	[]	0	0	0	0	0	0	0	0	S121_magic_attack		4.8	1	999	1	7	400	0	0	1	0	0	0	0	0	0	0	0	100	793	14200	对单体目标造成一定伤害，并使其在12秒内受到的治疗效果减半	0	3	0	10	"[[1,773]]"	[]	0	1	0
793	神来之手	S792	200	1	0	[]	0	0	0	0	0	0	0	0	S121_magic_attack		4.8	1	999	1	7	400	0	0	1	0	0	0	0	0	0	0	0	100	0	0	对单体目标造成大量伤害，并使其在15秒内受到的治疗效果减半	0	4	0	10	"[[1,774]]"	[]	0	1	0
794	偷袭	S794	200	1	4	"[1,2,3,5]"	3	1	1	0	1	0	0	0	S121_magic_attack		1	1	999	1	7	400	0	1	1	0	0	0	0	0	0	0	0	100	795	14200	追打【任意】状态对敌方单体造成一定伤害并附带【击晕】，每回合触发1次	0	3	0	10	[]	[]	0	1	0
795	偷袭	S794	200	1	4	"[1,2,3,5]"	3	1	2	0	1	0	0	0	S121_magic_attack		1	1	999	1	7	400	0	1	1	0	0	0	0	0	0	0	0	100	0	0	追打【任意】状态对敌方单体造成一定伤害并附带【击晕】，每回合触发2次	0	4	0	10	[]	[]	0	1	0
796	幻惑	S796	200	1	0	[]	0	0	0	0	1	0	4	4	S121_magic_attack		1	0	999	0	0	0	0	0	0	0	1	1	400	0	0	0	0	100	797	14200	每4回合降低自身一定双防，小幅增加自身技攻，持续30秒，可叠加10次	0	3	0	10	[]	"[[1,775],[1,777]]"	0	1	0
797	幻惑	S796	200	1	0	[]	0	0	0	0	1	0	3	3	S121_magic_attack		1	0	999	0	0	0	0	0	0	0	1	1	400	0	0	0	0	100	0	0	每3回合降低自身一定双防，大幅增加自身技攻，持续30秒，可叠加10次	0	4	0	10	[]	"[[1,776],[1,778]]"	0	1	0
798	八面玲珑	S798	200	1	0	[]	0	0	0	0	1	1	0	0	S121_magic_attack		1	0	999	0	0	0	0	0	0	0	2	0	0	0	0	0	0	100	799	14200	小幅提升全队的无属性技能伤害	0	3	0	10	[]	"[[1,779]]"	0	1	0
799	八面玲珑	S798	200	1	0	[]	0	0	0	0	1	1	0	0	S121_magic_attack		1	0	999	0	0	0	0	0	0	0	2	0	0	0	0	0	0	100	0	0	大幅提升全队的无属性技能伤害	0	4	0	10	[]	"[[1,780]]"	0	1	0
800	火炎斩	S800	202	1	1	[]	5	1	0	0	0	0	0	0	S121_magic_attack		4.8	1	999	1	7	400	0	0	2	0	0	0	0	0	0	0	0	100	801	14202	对敌方随机2个单位造成一定伤害，并附带【重伤】	0	3	0	10	[]	[]	0	1	0
801	火炎斩	S800	202	1	1	[]	"5,2"	1	0	0	0	0	0	0	S121_magic_attack		4.8	1	999	1	7	400	0	0	2	0	0	0	0	0	0	0	0	100	0	0	对敌方随机2个单位造成一定伤害，并附带【重伤】【击退】	0	4	0	10	[]	[]	0	1	0
802	炽火斩	S802	202	1	3	[1]	3	1	0	0	0	0	0	0	S121_magic_attack		4.8	1	999	1	7	400	0	0	1	0	0	0	0	0	0	0	0	100	803	14202	连击【倒地】的单位，造成少量伤害并附带【击晕】	0	3	0	10	[]	[]	0	1	0
803	炽火斩	S802	202	1	3	"[1,3]"	3	1	0	0	0	0	0	0	S121_magic_attack		4.8	1	999	1	7	400	0	0	1	0	0	0	0	0	0	0	0	100	0	0	连击【倒地】【击晕】的单位，造成一定的伤害并附带【击晕】	0	4	0	10	[]	[]	0	1	0
804	火旋陨击	S804	202	1	4	[6]	1	1	1	20	1	0	0	0	S121_magic_attack		1	1	999	1	7	400	0	1	1	0	0	0	0	0	0	0	0	100	805	14202	【20combo】时追打敌方单位造成少量伤害附带【倒地】，并降低该单位的火属性抗性，持续15秒，每回合触发1次	0	3	0	10	"[[1,781]]"	[]	0	1	0
805	火旋陨击	S804	202	1	4	[6]	1	1	2	20	1	0	0	0	S121_magic_attack		1	1	999	1	7	400	0	1	1	0	0	0	0	0	0	0	0	100	0	0	【20combo】时追打敌方单位造成一定的伤害附带【倒地】，并降低该单位的火属性抗性，持续15秒，每回合触发2次	0	4	0	10	"[[1,782]]"	[]	0	1	0
806	火神恩宠	S806	202	1	0	[]	0	0	0	0	1	1	0	0	S121_magic_attack		1	0	999	0	0	0	0	0	0	0	2	0	0	0	0	0	0	100	807	14202	小幅提升全队的火属性技能伤害	0	3	0	10	[]	"[[1,783]]"	0	1	0
807	火神恩宠	S806	202	1	0	[]	0	0	0	0	1	1	0	0	S121_magic_attack		1	0	999	0	0	0	0	0	0	0	2	0	0	0	0	0	0	100	0	0	大幅提升全队的火属性技能伤害	0	4	0	10	[]	"[[1,784]]"	0	1	0
808	怒火	S808	202	1	5	[13]	0	0	0	0	1	0	0	0	S121_magic_attack		1	0	999	0	0	0	0	0	0	0	1	1	400	0	0	0	0	100	809	14202	被攻击时有较低几率获得一定的怒气	0	3	0	10	[]	"[[0.2,785]]"	0	1	0
809	怒火	S808	202	1	5	[13]	0	0	0	0	1	0	0	0	S121_magic_attack		1	0	999	0	0	0	0	0	0	0	1	1	400	0	0	0	0	100	0	0	被攻击时有中等几率获得一定的怒气	0	4	0	10	[]	"[[0.4,786]]"	0	1	0
810	长枪冲击	S810	200	1	1	[]	1	1	0	0	0	0	0	0	S121_magic_attack		4.8	1	999	1	3	400	3	0	0	0	0	0	0	0	0	0	0	100	811	14200	对敌方一排单位造成3次伤害并眩晕2秒，附带【倒地】效果	0	3	0	10	"[[1,787]]"	[]	0	1	0
811	长枪冲击	S810	200	1	1	[]	1	1	0	0	0	0	0	0	S121_magic_attack		4.8	1	999	1	3	400	3	0	0	0	0	0	0	0	0	0	0	100	0	0	对敌方一排单位造成3次伤害并眩晕3秒，附带【倒地】效果	0	4	0	10	"[[1,788]]"	[]	0	1	0
812	不屈意志	S812	200	1	3	[6]	3	1	0	12	0	0	0	0	S121_magic_attack		4.8	1	999	1	7	400	0	0	1	0	0	0	0	0	0	0	0	100	813	14200	连击【12连】状态造成一定伤害并附带【击晕】效果	0	3	0	10	[]	[]	0	1	0
813	不屈意志	S812	200	1	3	"[1,2,3,5]"	3	1	0	0	0	0	0	0	S121_magic_attack		4.8	1	999	1	7	400	0	0	1	0	0	0	0	0	0	0	0	100	0	0	连击【任意】状态造成一定伤害并附带【击晕】效果	0	4	0	10	[]	[]	0	1	0
814	骑士荣誉	S814	200	1	4	[2]	5	1	1	0	1	0	0	0	S121_magic_attack		1	1	999	1	7	400	0	1	1	0	0	0	0	0	0	0	0	100	815	14200	追打【击退】状态，造成一定伤害并附带【重伤】效果，每回合触发1次	0	3	0	10	[]	[]	0	1	0
815	骑士荣誉	S814	200	1	4	[2]	5	1	2	0	1	0	0	0	S121_magic_attack		1	1	999	1	7	400	0	1	1	0	0	0	0	0	0	0	0	100	0	0	追打【击退】状态，造成一定伤害并附带【重伤】效果，每回合触发2次	0	4	0	10	[]	[]	0	1	0
816	恩泽	S816	200	1	5	[13]	0	0	0	0	1	0	0	0	S121_magic_attack		1	0	999	0	0	0	0	0	0	0	1	1	0	0	0	0	0	100	817	14200	受到攻击时有一定几率提升自身技防，可叠加5次	0	3	0	10	[]	"[[0.4,789]]"	0	1	0
817	恩泽	S816	200	1	5	[13]	0	0	0	0	1	0	0	0	S121_magic_attack		1	0	999	0	0	0	0	0	0	0	1	1	0	0	0	0	0	100	0	0	受到攻击时有一定几率提升自身技防，可叠加5次，并回复一定量的生命值	0	4	0	10	[]	"[[0.4,790]]"	0	1	0
818	骑士光辉	S818	200	1	0	[]	0	0	0	0	1	0	5	5	S121_magic_attack		1	0	999	0	0	0	0	0	0	0	1	7	400	0	0	2	0	100	819	14200	每5次普攻，随机提升2个友方单位的大量双防，持续3秒	0	3	0	10	[]	"[[1,791]]"	0	1	0
819	骑士光辉	S818	200	1	0	[]	0	0	0	0	1	0	5	5	S121_magic_attack		1	0	999	0	0	0	0	0	0	0	1	7	400	0	0	3	0	100	0	0	每5次普攻，随机提升3个友方单位的大量双防，持续3秒	0	4	0	10	[]	"[[1,792]]"	0	1	0
820	魔力洗礼	S820	203	1	0	[]	0	0	0	0	0	0	0	0	S121_magic_attack		4.8	1	999	1	7	400	0	0	5	0	0	0	0	0	0	0	0	100	821	14203	对敌方全体造成伤害，使其在之后的12秒内获得中毒效果每2秒掉血一次，可叠加2次	0	3	0	10	"[[1,793]]"	[]	0	1	0
821	魔力洗礼	S820	203	1	0	[]	0	0	0	0	0	0	0	0	S121_magic_attack		4.8	1	999	1	7	400	0	0	5	0	0	0	0	0	0	0	0	100	0	0	对敌方全体造成伤害，使其在之后的12秒内获得中毒效果每2秒掉血一次，可叠加3次	0	4	0	10	"[[1,794]]"	[]	0	1	0
822	魔能召唤	S822	203	1	1	[]	5	1	0	0	0	0	0	0	S121_magic_attack		4.8	1	999	1	2	400	0	0	0	0	0	0	0	0	0	0	0	100	823	14203	对敌方一列敌人造成伤害并附带【重伤】	0	3	0	10	[]	[]	0	1	0
823	魔能召唤	S822	203	1	1	[]	"5,2"	1	0	0	0	0	0	0	S121_magic_attack		4.8	1	999	1	2	400	0	0	0	0	0	0	0	0	0	0	0	100	0	0	对敌方一列敌人造成伤害并附带【重伤】【击退】	0	4	0	10	[]	[]	0	1	0
824	魔法能量	S824	203	1	4	[2]	3	1	1	0	1	0	0	0	S121_magic_attack		1	1	999	1	7	400	0	1	1	0	0	0	0	0	0	0	0	100	825	14203	追打【击退】敌人，造成【击晕】，每回合触发1次	0	3	0	10	[]	[]	0	1	0
825	魔法能量	S824	203	1	4	[2]	3	1	2	0	1	0	0	0	S121_magic_attack		1	1	999	1	7	400	0	1	1	0	0	0	0	0	0	0	0	100	0	0	追打【击退】敌人，造成【击晕】，每回合触发2次	0	4	0	10	[]	[]	0	1	0
826	星光守护	S826	203	1	0	[]	0	0	0	0	1	0	4	4	S121_magic_attack		1	0	999	1	7	400	0	0	2	0	0	0	0	0	0	0	0	100	827	14203	每4次普攻，随机对敌方2个单位造成伤害，并降低其技攻，可叠加5次	0	3	0	10	"[[1,795]]"	[]	0	1	0
827	星光守护	S826	203	1	0	[]	0	0	0	0	1	0	4	4	S121_magic_attack		1	0	999	1	7	400	0	0	2	0	0	0	0	0	0	0	0	100	0	0	每4次普攻，随机对敌方3个单位造成伤害，并降低其技攻，可叠加5次	0	4	0	10	"[[1,796]]"	[]	0	1	0
828	光辉魔法	S828	203	1	0	[]	0	0	0	0	1	1	0	0	S121_magic_attack		1	0	999	0	0	0	0	0	0	0	2	0	0	0	0	0	0	100	829	14203	小幅增加全队双攻	0	3	0	10	[]	"[[1,797]]"	0	1	0
829	光辉魔法	S828	203	1	0	[]	0	0	0	0	1	1	0	0	S121_magic_attack		1	0	999	0	0	0	0	0	0	0	2	0	0	0	0	0	0	100	0	0	大幅增加全队双攻	0	4	0	10	[]	"[[1,798]]"	0	1	0
830	本垒打	S830	201	1	0	[]	0	0	0	0	0	0	0	0	S121_magic_attack		4.8	1	999	1	7	400	0	0	2	0	1	1	0	0	0	0	0	100	831	14201	在3秒内牺牲自身一定物防，对敌方两个单位造成大量伤害	0	3	0	10	[]	"[[1,799]]"	0	1	0
831	本垒打	S830	201	1	0	[]	0	0	0	0	0	0	0	0	S121_magic_attack		4.8	1	999	1	7	400	0	0	2	0	1	1	0	0	0	0	0	100	0	0	在3秒内牺牲自身一定物防，对敌方两个单位造成巨量伤害	0	4	0	10	[]	"[[1,800]]"	0	1	0
832	绝对反击	S832	201	1	1	[]	2	1	0	0	0	0	0	0	S121_magic_attack		4.8	1	999	1	7	400	0	0	3	0	1	1	0	0	0	0	0	100	833	14201	对敌方随机3个单位造成一定伤害，清除目标身上所有增益BUFF，并附带【击退】，扣除自身一定怒气	0	3	0	10	"[[1,801]]"	"[[1,803]]"	0	1	0
833	绝对反击	S832	201	1	1	[]	"5,2"	1	0	0	0	0	0	0	S121_magic_attack		4.8	1	999	1	7	400	0	0	3	0	1	1	0	0	0	0	0	100	0	0	对敌方随机3个单位造成一定伤害，清除目标身上所有增益BUFF，并附带【击退】【重伤】，扣除自身一定怒气	0	4	0	10	"[[1,802]]"	"[[1,804]]"	0	1	0
834	全力备战	S834	201	1	4	[1]	3	1	1	0	1	0	0	0	S121_magic_attack		1	1	999	1	7	400	0	1	1	0	0	0	0	0	0	0	0	100	835	14201	追打【倒地】的单位造成一定伤害并附带【击晕】	0	3	0	10	[]	[]	0	1	0
835	全力备战	S834	201	1	4	[1]	3	1	2	0	1	0	0	0	S121_magic_attack		1	1	999	1	7	400	0	1	1	0	0	0	0	0	0	0	0	100	0	0	追打【倒地】的单位造成一定伤害并附带【击晕】，每回合触发2次	0	4	0	10	[]	[]	0	1	0
836	全力挥击	S836	201	1	0	[]	0	0	0	0	1	1	0	0	S121_magic_attack		1	0	999	0	0	0	0	0	0	0	2	0	0	0	0	0	0	100	837	14201	增加全队少量双防	0	3	0	10	[]	"[[1,805]]"	0	1	0
837	全力挥击	S836	201	1	0	[]	0	0	0	0	1	1	0	0	S121_magic_attack		1	0	999	0	0	0	0	0	0	0	2	0	0	0	0	0	0	100	0	0	增加全队一定双防	0	4	0	10	[]	"[[1,806]]"	0	1	0
838	运动天赋	S838	201	1	0	[]	0	0	0	0	1	0	6	6	S121_magic_attack		1	0	999	0	0	0	0	0	0	0	1	1	0	0	0	0	0	100	839	14201	每攻击6次，增加自身一定物防和治疗效果	0	3	0	10	[]	"[[1,807],[1,809]]"	0	1	0
839	运动天赋	S838	201	1	0	[]	0	0	0	0	1	0	4	4	S121_magic_attack		1	0	999	0	0	0	0	0	0	0	1	1	0	0	0	0	0	100	0	0	每攻击4次，增加自身一定物防和治疗效果	0	4	0	10	[]	"[[1,808],[1,810]]"	0	1	0
840	九尾妖惑	S840	201	1	1	[]	3	1	0	0	0	0	0	0	S121_magic_attack		4.8	1	999	1	3	400	1	0	0	0	1	7	400	0	0	5	0	100	841	14201	对敌方前排单位造成一定伤害并附带【击晕】，提升少量全队火属性抗性，持续10秒	0	3	0	10	[]	"[[1,811]]"	0	1	0
841	九尾妖惑	S840	201	1	1	[]	3	1	0	0	0	0	0	0	S121_magic_attack		4.8	1	999	1	3	400	1	0	0	0	1	7	400	0	0	5	0	100	0	0	对敌方前排单位造成一定伤害并附带【击晕】，提升大量全队火属性抗性，持续10秒	0	4	0	10	[]	"[[1,812]]"	0	1	0
842	迷幻妖狐 	S842	201	1	3	[2]	5	1	0	0	0	0	0	0	S121_magic_attack		4.8	1	999	1	7	400	0	1	1	0	0	0	0	0	0	0	0	100	843	14201	连击【击退】单位，造成少量伤害并附带【重伤】	0	3	0	10	[]	[]	0	1	0
843	迷幻妖狐 	S842	201	1	3	"[1,2,3,5]"	5	1	0	0	0	0	0	0	S121_magic_attack		4.8	1	999	1	7	400	0	1	1	0	0	0	0	0	0	0	0	100	0	0	连击【任意状态】单位，造成一定伤害并附带【重伤】	0	4	0	10	[]	[]	0	1	0
844	千年轮回	S844	201	1	4	[2]	3	1	1	0	1	0	0	0	S121_magic_attack		1	1	999	1	7	400	0	1	1	0	0	0	0	0	0	0	0	100	845	14201	追打【击退】单位，造成【击晕】	0	3	0	10	[]	[]	0	1	0
845	千年轮回	S844	201	1	4	"[1,2]"	3	1	2	0	1	0	0	0	S121_magic_attack		1	1	999	1	7	400	0	1	1	0	0	0	0	0	0	0	0	100	0	0	追打【击退】【倒地】单位，造成【击晕】，每回合触发2次	0	4	0	10	[]	[]	0	1	0
846	妖之像	S848	201	1	0	[]	0	0	0	0	1	0	6	6	S121_magic_attack		1	0	999	0	0	0	0	0	0	0	1	1	0	0	0	0	0	100	847	14201	每攻击6次，提升自身大量伤害免疫，持续3秒	0	3	0	10	[]	"[[1,815]]"	0	1	0
847	妖之像	S848	201	1	0	[]	0	0	0	0	1	0	6	6	S121_magic_attack		1	0	999	0	0	0	0	0	0	0	1	1	0	0	0	0	0	100	0	0	每攻击6次，提升自身大量伤害免疫，近乎无敌，持续3秒	0	4	0	10	[]	"[[1,816]]"	0	1	0
848	妖之光	S846	201	1	5	[16]	0	0	0	0.2	1	0	0	0	S121_magic_attack		1	0	999	0	0	0	0	0	0	0	1	7	400	0	0	5	0	100	849	14201	血量过低时，回复全队极大血量及火属性抗性，一场战斗触发1次	0	3	0	10	[]	"[[1,813],[1,817]]"	0	1	0
849	妖之光	S846	201	1	5	[16]	0	0	0	0.2	1	0	0	0	S121_magic_attack		1	0	999	0	0	0	0	0	0	0	1	7	400	0	0	5	0	100	0	0	血量过低时，回复全队极大血量及火属性抗性，CD50秒，	0	4	0	10	[]	"[[1,814],[1,818]]"	0	1	0
850	蜂刺打击	S850	201	1	1	[]	3	1	0	0	0	0	0	0	S121_magic_attack		4.8	1	999	1	1	400	2	0	0	0	0	0	0	0	0	0	0	100	851	14201	对目标单体造成一定伤害并附带【击晕】，并在10S内降低其少量双防	0	3	0	10	"[[1,819]]"	[]	0	1	0
851	蜂刺打击	S850	201	1	1	[]	3	1	0	0	0	0	0	0	S121_magic_attack		4.8	1	999	1	1	400	2	0	0	0	0	0	0	0	0	0	0	100	0	0	对目标单体造成一定伤害并附带【击晕】，并在10S内降低其大量双防	0	4	0	10	"[[1,820]]"	[]	0	1	0
852	毒针穿刺	S852	201	1	3	"[2,3]"	5	1	0	0	0	0	0	0	S121_magic_attack		4.8	1	999	1	7	400	0	1	1	0	0	0	0	0	0	0	0	100	853	14201	连击【击退】【击晕】单位造成一定伤害并附带【重伤】，并在降低其一定治疗效果，持续20秒	0	3	0	10	"[[1,821]]"	[]	0	1	0
853	毒针穿刺	S852	201	1	3	"[2,3]"	5	1	0	0	0	0	0	0	S121_magic_attack		4.8	1	999	1	7	400	0	1	1	0	0	0	0	0	0	0	0	100	0	0	连击【击退】【击晕】单位造成一定伤害并附带【重伤】，并在降低其大量治疗效果，持续20秒	0	4	0	10	"[[1,822]]"	[]	0	1	0
854	震耳蜂鸣	S854	201	1	4	"[2,5]"	2	1	1	0	1	0	0	0	S121_magic_attack		1	1	999	1	7	400	0	1	1	0	0	0	0	0	0	0	0	100	855	14201	追打【击退】【重伤】单位造成【击退】	0	3	0	10	[]	[]	0	1	0
855	震耳蜂鸣	S854	201	1	4	"[2,5]"	2	1	2	0	1	0	0	0	S121_magic_attack		1	1	999	1	7	400	0	1	1	0	0	0	0	0	0	0	0	100	0	0	追打【击退】【重伤】单位造成【击退】，每回合触发2次	0	4	0	10	[]	[]	0	1	0
856	致命毒蜂	S856	201	1	0	[]	0	0	0	0	1	0	4	4	S121_magic_attack		1	0	999	0	0	0	0	0	0	0	1	1	400	0	0	0	0	100	857	14201	每4回合降低自身一定双防，增加自身双攻，叠加5次	0	3	0	10	[]	"[[1,823],[1,824]]"	0	1	0
857	致命毒蜂	S856	201	1	0	[]	0	0	0	0	1	0	3	3	S121_magic_attack		1	0	999	0	0	0	0	0	0	0	1	1	400	0	0	0	0	100	0	0	每3回合降低自身一定双防，增加自身双攻，叠加5次	0	4	0	10	[]	"[[1,823],[1,825]]"	0	1	0
858	迷幻蜂蜜	S858	201	1	0	[]	0	0	0	0	1	0	8	8	S121_magic_attack		1	0	999	0	0	0	0	0	0	0	1	7	400	0	0	5	0	100	859	14201	入场后持续提升全队一定幅度治疗效果	0	3	0	10	[]	"[[1,826]]"	0	1	0
859	迷幻蜂蜜	S858	201	1	0	[]	0	0	0	0	1	0	6	6	S121_magic_attack		1	0	999	0	0	0	0	0	0	0	1	7	400	0	0	5	0	100	0	0	入场后持续提升全队大幅度治疗效果	0	4	0	10	[]	"[[1,827]]"	0	1	0
860	炼狱火光	S860	202	1	1	[]	1	1	0	0	0	0	0	0	S121_magic_attack		4.8	1	999	1	2	400	0	0	0	0	0	0	0	0	0	0	0	100	861	14202	对目标一列造成伤害并造成【倒地】	0	3	0	10	[]	[]	0	1	0
861	炼狱火光	S860	202	1	1	[]	1	1	0	0	0	0	0	0	S121_magic_attack		4.8	1	999	1	2	400	0	0	0	0	0	0	0	0	0	0	0	100	0	0	对目标一列造成大量伤害并造成【倒地】	0	4	0	10	[]	[]	0	1	0
862	死亡颂歌	S862	202	1	1	[]	2	1	0	0	0	0	0	0	S121_magic_attack		4.8	1	999	1	7	400	0	0	0	0	0	0	0	0	0	0	0	100	863	14202	吟唱后全体伤害并造成【击退】，降低少量敌人双防，叠加两次	0	3	0	10	"[[1,828]]"	[]	0	1	0
863	死亡颂歌	S862	202	1	1	[]	2	1	0	0	0	0	0	0	S121_magic_attack		4.8	1	999	1	7	400	0	0	0	0	0	0	0	0	0	0	0	100	0	0	吟唱后全体伤害并造成【击退】，降低一定敌人双防，叠加两次	0	4	0	10	"[[1,829]]"	[]	0	1	0
864	天火燎原	S864	202	1	4	[1]	3	1	2	0	1	0	0	0	S121_magic_attack		1	1	999	1	7	400	0	0	0	0	0	0	0	0	0	0	0	100	865	14202	追打【倒地】，造成伤害并【击晕】，每回合触发2次	0	3	0	10	[]	[]	0	1	0
865	天火燎原	S864	202	1	4	[1]	3	1	3	0	1	0	0	0	S121_magic_attack		1	1	999	1	7	400	0	0	0	0	0	0	0	0	0	0	0	100	0	0	追打【倒地】，造成伤害并【击晕】，每回合触发3次	0	4	0	10	[]	[]	0	1	0
866	鲜血献礼	S866	202	1	5	[16]	0	0	0	0.2	1	0	0	0	S121_magic_attack		1	0	999	0	0	0	0	0	0	0	1	1	400	0	0	0	0	100	867	14202	血量低于20%后提升自身吸血效果	0	3	0	10	[]	"[[1,830]]"	0	1	0
867	鲜血献礼	S866	202	1	5	[16]	0	0	0	0.3	1	0	0	0	S121_magic_attack		1	0	999	0	0	0	0	0	0	0	1	1	400	0	0	0	0	100	0	0	血量低于30%后提升自身吸血效果	0	4	0	10	[]	"[[1,830]]"	0	1	0
868	血之契约	S868	202	1	5	[11]	0	0	0	0	1	0	0	0	S121_magic_attack		1	0	999	0	0	0	0	0	0	0	1	1	400	0	0	0	0	100	869	14202	每次成功释放技能后回复自身一定血量	0	3	0	10	[]	"[[1,831]]"	0	1	0
869	血之契约	S868	202	1	5	[11]	0	0	0	0	1	0	0	0	S121_magic_attack		1	0	999	0	0	0	0	0	0	0	1	1	400	0	0	0	0	100	0	0	每次成功释放技能后回复自身一定血量，并提升一定技防	0	4	0	10	[]	"[[1,831],[1,832]]"	0	1	0
